,x,y,x_pf,y_pf,time,av_time
0,373,202,372.97621609878496,203.03947303408955,2021-04-08 18:44:00,2021-04-08 18:44:00.000000000
1,394,236,385.15304849232484,216.4359931079109,2021-04-08 18:44:03,2021-04-08 18:44:04.000000000
2,381,189,387.2971431616163,215.1626002124065,2021-04-08 18:44:06,2021-04-08 18:44:07.250000000
3,348,225,382.5887513639342,216.47426343200055,2021-04-08 18:44:09,2021-04-08 18:44:09.500000000
4,368,211,385.42024272312904,219.28529162249396,2021-04-08 18:44:12,2021-04-08 18:44:13.500000000
5,363,209,385.85762731582497,221.1462384910439,2021-04-08 18:44:15,2021-04-08 18:44:16.000000000
6,468,176,418.11641465329035,183.3094074944478,2021-04-08 18:44:18,2021-04-08 18:44:19.166666667
7,372,199,401.4971658372363,195.55729997144988,2021-04-08 18:44:21,2021-04-08 18:44:22.500000000
8,400,177,406.5670516822373,192.19936521425117,2021-04-08 18:44:24,2021-04-08 18:44:25.333333333
9,395,183,406.3517591824068,192.47786967748277,2021-04-08 18:44:27,2021-04-08 18:44:27.375000000
10,368,203,391.9121961895405,205.8365729510644,2021-04-08 18:44:30,2021-04-08 18:44:31.000000000
11,337,234,374.1510742676046,216.405877037831,2021-04-08 18:44:33,2021-04-08 18:44:34.000000000
12,338,231,364.9644724616875,223.03773078504562,2021-04-08 18:44:36,2021-04-08 18:44:37.333333333
13,538,180,412.876002786569,184.49321537280593,2021-04-08 18:44:39,2021-04-08 18:44:39.000000000
14,374,219,396.1932541931434,195.82395238467205,2021-04-08 18:44:42,2021-04-08 18:44:43.166666667
15,370,204,389.0108171974777,207.0160167627355,2021-04-08 18:44:45,2021-04-08 18:44:45.500000000
16,431,184,413.76048891537596,185.9988404962204,2021-04-08 18:44:48,2021-04-08 18:44:49.000000000
17,328,250,375.5580378245022,211.4272144447943,2021-04-08 18:44:51,2021-04-08 18:44:51.333333333
18,498,155,435.1420745955113,177.32431974546375,2021-04-08 18:44:54,2021-04-08 18:44:55.666666581
19,397,185,432.0313541189769,181.70074194852089,2021-04-08 18:44:57,2021-04-08 18:44:57.750000000
20,488,163,461.1301400697847,174.02521361518626,2021-04-08 18:45:00,2021-04-08 18:45:01.000000000
21,538,179,483.30926527164985,176.92917387922645,2021-04-08 18:45:03,2021-04-08 18:45:04.250000000
22,511,151,506.0582897261703,174.38072124208145,2021-04-08 18:45:06,2021-04-08 18:45:07.000000000
23,516,171,518.8009578347254,176.95016476519928,2021-04-08 18:45:09,2021-04-08 18:45:09.500000000
24,502,162,526.3386480313862,171.53336039598983,2021-04-08 18:45:12,2021-04-08 18:45:13.333333248
25,498,153,530.0872681899616,169.792591444116,2021-04-08 18:45:15,2021-04-08 18:45:15.500000000
26,480,175,525.5912467001477,176.7742345345098,2021-04-08 18:45:18,2021-04-08 18:45:18.500000000
27,509,173,528.9271956831669,178.50472109033672,2021-04-08 18:45:21,2021-04-08 18:45:23.000000000
28,532,178,538.1938701979747,178.52397986147565,2021-04-08 18:45:24,2021-04-08 18:45:25.000000000
29,451,181,522.0873695923269,180.63017655419404,2021-04-08 18:45:27,2021-04-08 18:45:29.000000000
30,470,164,515.941255616292,180.5055599782831,2021-04-08 18:45:30,2021-04-08 18:45:30.000000000
31,489,166,526.4995491294558,174.4225604415187,2021-04-08 18:45:33,2021-04-08 18:45:34.250000000
32,503,157,532.0726040927607,172.5162529421031,2021-04-08 18:45:36,2021-04-08 18:45:37.000000000
33,465,170,526.459337501479,177.92939528570759,2021-04-08 18:45:42,2021-04-08 18:45:43.499999872
34,625,170,556.0586000994551,178.52668194520982,2021-04-08 18:45:45,2021-04-08 18:45:46.000000000
35,487,165,541.806010763235,177.09923465032398,2021-04-08 18:45:48,2021-04-08 18:45:48.000000000
36,386,213,506.6832550300629,180.533853738579,2021-04-08 18:45:51,2021-04-08 18:45:51.500000000
37,368,211,484.00607152920395,183.74659158000333,2021-04-08 18:45:57,2021-04-08 18:45:59.000000000
38,366,225,472.3120106797496,180.05810328636431,2021-04-08 18:46:00,2021-04-08 18:46:01.500000000
39,357,219,461.4963432744817,180.6082555491643,2021-04-08 18:46:03,2021-04-08 18:46:04.000000000
40,386,213,451.3199926240471,181.0208799938751,2021-04-08 18:46:06,2021-04-08 18:46:06.000000000
41,361,212,444.8200226426952,180.82363300319696,2021-04-08 18:46:09,2021-04-08 18:46:10.000000000
42,368,211,438.042314498923,180.45716773784034,2021-04-08 18:46:12,2021-04-08 18:46:12.500000000
43,345,225,417.68737428716895,184.28728032925704,2021-04-08 18:46:15,2021-04-08 18:46:16.333333333
44,368,211,396.5033306460118,198.0091053160493,2021-04-08 18:46:18,2021-04-08 18:46:19.000000000
45,329,247,374.91179124319274,213.9540742080043,2021-04-08 18:46:21,2021-04-08 18:46:22.000000000
46,368,211,380.6488002531546,217.72113013883424,2021-04-08 18:46:24,2021-04-08 18:46:24.500000000
47,401,181,387.8997384211618,207.2161476817345,2021-04-08 18:46:27,2021-04-08 18:46:28.750000000
48,407,176,400.1096702748049,194.61015428058357,2021-04-08 18:46:30,2021-04-08 18:46:30.750000000
49,409,175,411.7034080912998,187.7920800701261,2021-04-08 18:46:33,2021-04-08 18:46:34.250000000
50,396,181,411.4331053258352,188.90412057531722,2021-04-08 18:46:36,2021-04-08 18:46:36.500000000
51,368,211,389.8509093756712,207.14314835805783,2021-04-08 18:46:39,2021-04-08 18:46:39.000000000
52,368,211,387.1901138621263,216.44749533005475,2021-04-08 18:46:42,2021-04-08 18:46:42.999999744
53,381,189,389.96669190816647,214.31481627318502,2021-04-08 18:46:45,2021-04-08 18:46:45.000000000
54,479,174,428.02395733971775,181.01736337211696,2021-04-08 18:46:48,2021-04-08 18:46:48.750000000
55,396,174,426.6410458445856,182.58330414689084,2021-04-08 18:46:51,2021-04-08 18:46:52.833333333
56,460,166,448.43480500736894,178.27602278082702,2021-04-08 18:46:54,2021-04-08 18:46:55.000000000
57,494,168,476.3493534844692,177.02485230985315,2021-04-08 18:46:57,2021-04-08 18:46:57.666666667
97,369,206,368.45820458151644,206.13067737091853,2021-04-08 18:48:00,2021-04-08 18:48:01.000000000
98,391,187,380.4813389149188,206.23466425085638,2021-04-08 18:48:03,2021-04-08 18:48:04.000000000
99,393,199,386.4071494965165,206.25524350424274,2021-04-08 18:48:06,2021-04-08 18:48:08.000000000
100,394,190,392.636808626689,201.3435987249838,2021-04-08 18:48:09,2021-04-08 18:48:10.000000000
101,367,219,385.9014953057348,212.21289430789528,2021-04-08 18:48:12,2021-04-08 18:48:12.666666752
102,368,211,386.1616848308064,217.58939659555116,2021-04-08 18:48:15,2021-04-08 18:48:16.000000000
103,372,202,388.0115193548031,218.68612570163717,2021-04-08 18:48:18,2021-04-08 18:48:19.500000000
104,361,212,386.8527906479305,220.66246778958643,2021-04-08 18:48:21,2021-04-08 18:48:22.000000000
105,375,226,378.1266069951612,219.23419881587236,2021-04-08 18:48:24,2021-04-08 18:48:25.500000000
106,367,219,382.1131022309844,224.1479845886387,2021-04-08 18:48:27,2021-04-08 18:48:27.500000000
107,375,220,389.54136607734836,223.87399880207136,2021-04-08 18:48:30,2021-04-08 18:48:31.000000000
108,385,216,391.55623174270727,225.28915990053005,2021-04-08 18:48:33,2021-04-08 18:48:34.000000000
109,518,180,422.5363410189324,180.5505974922283,2021-04-08 18:48:36,2021-04-08 18:48:36.750000000
110,394,190,418.42248681012677,183.906614346234,2021-04-08 18:48:42,2021-04-08 18:48:42.000000000
