,x,y,x_pf,y_pf,time,av_time
0,358,213,360.2744182334976,213.02228179248513,2021-04-08 18:44:00,2021-04-08 18:44:06.000000000
1,363,229,353.7458810923557,220.24560028925535,2021-04-08 18:44:10,2021-04-08 18:44:12.500000000
2,353,228,351.6260026651301,222.14962375807082,2021-04-08 18:44:20,2021-04-08 18:44:26.693333299
3,370,213,361.2808225781441,215.5091466809887,2021-04-08 18:44:30,2021-04-08 18:44:33.533333312
4,359,226,357.16459915614234,217.4629435557106,2021-04-08 18:44:40,2021-04-08 18:44:44.440000000
5,418,177,387.0063269768053,197.96968164571086,2021-04-08 18:44:50,2021-04-08 18:44:55.291666645
6,506,157,436.04103288129284,166.91475531436242,2021-04-08 18:45:00,2021-04-08 18:45:04.270833344
7,506,156,463.49812763060527,155.80516002845332,2021-04-08 18:45:10,2021-04-08 18:45:14.023333274
8,512,155,489.090593722485,151.0598680691286,2021-04-08 18:45:20,2021-04-08 18:45:24.533333332
9,504,158,494.85428399060925,145.29044336559497,2021-04-08 18:45:30,2021-04-08 18:45:36.277777749
10,484,172,488.58690647095494,166.769206378809,2021-04-08 18:45:40,2021-04-08 18:45:43.750000000
11,391,183,440.25286959667983,176.63962014826302,2021-04-08 18:45:50,2021-04-08 18:45:53.187500032
12,370,210,399.09210456762594,190.6433693560254,2021-04-08 18:46:00,2021-04-08 18:46:03.000000000
13,350,234,369.7504701022019,210.074250493845,2021-04-08 18:46:10,2021-04-08 18:46:15.200000000
14,407,180,388.01411261948,196.03084525079902,2021-04-08 18:46:20,2021-04-08 18:46:26.266666667
15,344,231,362.63992616790097,214.6134502061228,2021-04-08 18:46:30,2021-04-08 18:46:33.171428571
16,329,247,347.0626895908521,228.78864479324744,2021-04-08 18:46:40,2021-04-08 18:46:45.388095181
17,380,197,367.388013962679,212.0654085627747,2021-04-08 18:46:50,2021-04-08 18:46:54.347222272
30,370,210,369.9543990202371,209.9744876416054,2021-04-08 18:48:00,2021-04-08 18:48:03.500000000
31,393,206,399.66109866529695,192.0497636588521,2021-04-08 18:48:10,2021-04-08 18:48:14.300000000
32,412,184,406.2419666729736,190.5199049408404,2021-04-08 18:48:20,2021-04-08 18:48:25.175000000
33,391,206,382.4705035675057,200.56314409442734,2021-04-08 18:48:30,2021-04-08 18:48:37.111111083
34,391,178,389.28115367093966,196.20880702746274,2021-04-08 18:48:40,2021-04-08 18:48:44.500000000
35,441,174,416.4760294005583,188.36465025111346,2021-04-08 18:48:50,2021-04-08 18:48:55.958333312
36,389,178,402.2066756144294,190.69083111577692,2021-04-08 18:49:00,2021-04-08 18:49:05.333333333
37,407,165,409.83165735594287,187.3802707539047,2021-04-08 18:49:10,2021-04-08 18:49:13.800000000
38,398,159,402.50869408815885,153.9053336976414,2021-04-08 18:49:20,2021-04-08 18:49:24.911111083
39,403,166,410.55704909041714,181.65445838136657,2021-04-08 18:49:30,2021-04-08 18:49:33.016666687
40,410,163,413.7686584755764,186.0168998745146,2021-04-08 18:49:40,2021-04-08 18:49:44.125000000
41,390,185,398.68733673192355,191.61312123150753,2021-04-08 18:49:50,2021-04-08 18:49:54.249999936
42,364,211,378.32626537140175,205.4137616157406,2021-04-08 18:50:00,2021-04-08 18:50:03.249999872
43,389,193,380.186167231579,201.52227638393998,2021-04-08 18:50:10,2021-04-08 18:50:15.249999872
44,486,172,429.374444221094,181.6460227249687,2021-04-08 18:50:20,2021-04-08 18:50:24.833333376
45,384,221,391.49346938278273,203.08898068937248,2021-04-08 18:50:30,2021-04-08 18:50:33.500000000
46,384,185,385.5170571981255,199.02717415855054,2021-04-08 18:50:40,2021-04-08 18:50:44.200000000
47,411,182,399.170549112195,191.2489631812298,2021-04-08 18:50:50,2021-04-08 18:50:54.175000000
18,486,160,490.20438690319804,150.54144493709146,2021-04-08 18:52:00,2021-04-08 18:52:02.888888875
19,493,174,491.6139004091015,168.76704261320128,2021-04-08 18:52:10,2021-04-08 18:52:14.383333376
20,492,176,491.7860583806248,174.6450540591613,2021-04-08 18:52:20,2021-04-08 18:52:24.128571392
21,501,167,505.2867591428851,176.67215937469672,2021-04-08 18:52:30,2021-04-08 18:52:35.946031701
22,466,171,481.3199318322048,173.84495576816715,2021-04-08 18:52:40,2021-04-08 18:52:44.533333299
23,506,159,491.3422631255185,151.6931688758516,2021-04-08 18:52:50,2021-04-08 18:52:54.375000000
24,499,173,495.93779465268614,169.01629083304385,2021-04-08 18:53:00,2021-04-08 18:53:03.075000000
25,485,174,489.014133287552,175.16383946565077,2021-04-08 18:53:10,2021-04-08 18:53:14.479166592
26,519,161,507.67750353871946,165.98355416516443,2021-04-08 18:53:20,2021-04-08 18:53:25.037499968
27,487,171,495.7474933840651,175.19881131780517,2021-04-08 18:53:30,2021-04-08 18:53:33.833333350
28,502,151,501.13563574979105,155.14737976349187,2021-04-08 18:53:40,2021-04-08 18:53:45.250000000
29,493,170,499.13893397171034,169.69157267742216,2021-04-08 18:53:50,2021-04-08 18:53:55.437500032
