,x,y,x_pf,y_pf,time,av_time
0,330,246,331.91204345711157,242.40165646946332,2021-04-08 18:44:00,2021-04-08 18:44:07.000000000
1,359,209,351.09489166445394,224.30347384966603,2021-04-08 18:44:10,2021-04-08 18:44:15.750000000
2,553,172,421.8978806208015,188.86893650534648,2021-04-08 18:44:20,2021-04-08 18:44:27.133333333
3,372,212,393.98902913090274,196.5830018617823,2021-04-08 18:44:30,2021-04-08 18:44:32.291666688
4,346,234,366.68548495443986,213.94241312264666,2021-04-08 18:44:40,2021-04-08 18:44:44.194444544
5,509,171,425.2199277169698,183.79034942901876,2021-04-08 18:44:50,2021-04-08 18:44:55.975000000
6,526,158,467.6367196858765,169.43473972644142,2021-04-08 18:45:00,2021-04-08 18:45:05.700000000
7,506,172,488.9664337609627,173.58768709760767,2021-04-08 18:45:10,2021-04-08 18:45:13.833333299
8,515,156,506.78724142332226,160.49531533565676,2021-04-08 18:45:20,2021-04-08 18:45:24.583333312
9,514,156,513.3096056352108,155.33945648661947,2021-04-08 18:45:30,2021-04-08 18:45:33.666666667
10,469,165,487.15332488474155,163.1700021454888,2021-04-08 18:45:40,2021-04-08 18:45:46.375000064
11,403,176,452.85882685616707,175.12750214487437,2021-04-08 18:45:50,2021-04-08 18:45:52.416666624
12,366,209,407.50086874638,187.00220960546713,2021-04-08 18:46:00,2021-04-08 18:46:03.321428480
13,391,197,392.8025092637881,194.50177963049447,2021-04-08 18:46:10,2021-04-08 18:46:15.624999936
14,331,246,361.3977367869203,217.74073026364755,2021-04-08 18:46:20,2021-04-08 18:46:26.000000000
15,394,188,377.24842973110356,202.43230017256337,2021-04-08 18:46:30,2021-04-08 18:46:33.416666752
16,404,181,391.55856634022973,195.05871283036868,2021-04-08 18:46:40,2021-04-08 18:46:44.708333376
17,414,178,405.194580773804,190.46719012916628,2021-04-08 18:46:50,2021-04-08 18:46:55.759523803
30,357,235,357.10377167085585,234.11200469664365,2021-04-08 18:48:00,2021-04-08 18:48:05.249999872
31,385,201,369.38685775628636,215.05556023779084,2021-04-08 18:48:10,2021-04-08 18:48:16.166666752
32,606,179,429.5157213348936,183.804828492436,2021-04-08 18:48:20,2021-04-08 18:48:24.000000000
33,437,173,434.9744268984799,183.99371518800928,2021-04-08 18:48:30,2021-04-08 18:48:34.333333504
34,372,213,394.4941999795511,198.44354917162474,2021-04-08 18:48:40,2021-04-08 18:48:43.250000000
35,411,183,403.28975127608123,191.7505655761858,2021-04-08 18:48:50,2021-04-08 18:48:55.041666624
36,426,159,421.4234948124033,153.27054213175526,2021-04-08 18:49:00,2021-04-08 18:49:03.583333312
37,396,168,399.4450208075533,156.6777656853252,2021-04-08 18:49:10,2021-04-08 18:49:16.875000064
38,383,211,381.0629767601389,192.7809657579996,2021-04-08 18:49:20,2021-04-08 18:49:23.500000000
39,421,202,408.83527555947535,193.22530193753138,2021-04-08 18:49:30,2021-04-08 18:49:34.300000000
40,451,157,431.0418673494161,161.67070695356733,2021-04-08 18:49:40,2021-04-08 18:49:44.875000000
41,418,185,431.0049843655504,179.42986205444726,2021-04-08 18:49:50,2021-04-08 18:49:53.400000000
42,374,202,396.883529587427,191.84709360519835,2021-04-08 18:50:00,2021-04-08 18:50:02.600000000
43,357,245,367.85533258583274,230.08789545347446,2021-04-08 18:50:10,2021-04-08 18:50:16.375000064
44,394,186,375.67217833008465,206.76345892019455,2021-04-08 18:50:20,2021-04-08 18:50:26.166666667
45,494,179,423.8889871288255,183.68213299796798,2021-04-08 18:50:30,2021-04-08 18:50:34.500000000
46,365,225,379.9160012817506,200.14803953456976,2021-04-08 18:50:40,2021-04-08 18:50:45.000000000
47,408,184,392.67748542972345,194.26309299065343,2021-04-08 18:50:50,2021-04-08 18:50:54.619047595
18,491,177,489.4089480990626,177.10705711256145,2021-04-08 18:52:00,2021-04-08 18:52:04.790000077
19,479,177,481.0530109525206,177.1322005135696,2021-04-08 18:52:10,2021-04-08 18:52:15.900000000
20,477,179,476.9296835175992,177.78396493324277,2021-04-08 18:52:20,2021-04-08 18:52:23.507142810
21,491,168,488.99958607530345,163.68440576371086,2021-04-08 18:52:30,2021-04-08 18:52:33.166666624
22,470,164,473.3624602732405,165.9734132654124,2021-04-08 18:52:40,2021-04-08 18:52:43.541666688
23,487,170,477.7460710707335,174.66633155625618,2021-04-08 18:52:50,2021-04-08 18:52:54.937500032
24,498,168,497.26013547353307,178.3241288846483,2021-04-08 18:53:00,2021-04-08 18:53:06.750000000
25,485,167,479.1644468820898,179.1787495643095,2021-04-08 18:53:10,2021-04-08 18:53:14.875000000
26,487,166,473.92998413563964,178.65346869712783,2021-04-08 18:53:20,2021-04-08 18:53:23.625000000
27,491,178,480.75347540446705,177.77802560741748,2021-04-08 18:53:30,2021-04-08 18:53:35.472222208
28,507,159,488.74889835062856,154.10968842152099,2021-04-08 18:53:40,2021-04-08 18:53:42.749999957
29,484,179,483.57328748356,168.3243643187102,2021-04-08 18:53:50,2021-04-08 18:53:54.416666624
