,path_len,threshold,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path_av_av,path1_b,path2_b,path3_b,path_b_av,path1_av_i,path2_av_i,path3_av_i,path3_av_i_av,path2_av_mean,path2_av_std
441,long_path,lp2_n85,5s,ignore,6,gaus_80,"[14.238203578824924, 9.090238905815756]","[7.063598009313324, 3.892152411935791]","[10.525414757332506, 4.606035012489679]",10.609072115156918,"[14.607706540180786, 11.208446337730336]","[5.422667646087398, 4.378536899345779]","[10.754355472870213, 6.842337307314911]",10.261576553046131,[16.97489558201636],[8.787554188459872],[12.56145997688275],12.774636582452992,7.063598009313324,3.892152411935791
442,long_path,lp2_n85,5s,ignore,6,gaus_normal,"[14.129830076610874, 9.113281844911237]","[7.0870923936824175, 4.04431515116312]","[10.274412978586108, 4.1877705413397495]",10.497111816293131,"[14.270555230463211, 10.903224408303988]","[5.898715086027803, 4.139383228004596]","[10.513060288272612, 5.9235523849136875]",10.227443534921209,[16.697908336928908],[9.067249409394861],[12.226423792400908],12.663860512908224,7.0870923936824175,4.04431515116312
411,long_path,lp2_n85,3s,ignore,6,gaus_top,"[13.909969559384383, 9.334096957427235]","[7.094178830618118, 4.354988605338892]","[10.025979796913582, 5.30585557385236]",10.34337606230536,"[15.266105740250053, 11.008526359241236]","[9.303467598914702, 6.960819325399244]","[9.84095464778504, 6.865444486703718]",11.470175995649932,[17.558807634468945],[11.197406715178198],[11.877172626888829],13.544462325511992,7.094178830618118,4.354988605338892
295,long_path,lp2,3s,penalty,3,gaus_top,"[14.900903410710713, 8.725528840325225]","[7.111408630092592, 4.675507840252827]","[7.3702025716049375, 4.249949200192672]",9.794171537469415,"[15.37062129833537, 10.405920675376723]","[8.259389773023022, 5.89625437556652]","[7.346855880574453, 7.583079685918491]",10.325622317310948,[18.256716211907857],[10.2273666839519],[8.147471701341995],12.210518199067252,7.111408630092592,4.675507840252827
477,long_path,lp2_n85,10s,ignore,12,gaus_80,"[13.626374316388558, 11.176493235229463]","[7.150722727342221, 2.956217772163179]","[10.577105936200411, 3.721928908062283]",10.451400993310395,"[14.686464580645918, 10.115096010052513]","[5.379214325363525, 4.235837244411184]","[9.16080303096128, 5.579541073288929]",9.742160645656908,[16.351904105792773],[7.848296342738026],[12.171365553830517],12.12385533412044,7.150722727342221,2.956217772163179
478,long_path,lp2_n85,10s,ignore,12,gaus_normal,"[13.526514734620928, 10.842378492169225]","[7.210223682839548, 3.0824668387808973]","[10.297873537296987, 3.3731752124549357]",10.34487065158582,"[14.243817255092043, 9.466650675388163]","[5.3918137502736805, 4.08541114693909]","[9.03478171200532, 4.696467154507114]",9.55680423912368,[16.18086757417199],[8.053478926448445],[11.886587499840712],12.040311333487049,7.210223682839548,3.0824668387808973
440,long_path,lp2_n85,5s,ignore,6,average,"[14.263007891474807, 8.858249596318128]","[7.24526820199366, 4.030815746579269]","[9.983186628086422, 3.6174464248020204]",10.497154240518295,"[14.122403973830975, 10.303432419687567]","[7.153007690190189, 4.4846732881680555]","[10.375947104377106, 5.0588738142645715]",10.550452922799424,[16.695132023110414],[9.638243319275798],[11.943787300975362],12.75905421445386,7.24526820199366,4.030815746579269
541,long_path,lp2_n100,5s,ignore,12,gaus_80,"[17.542384243313805, 12.043010164424885]","[7.27926633691957, 3.613329875072637]","[13.311238412210258, 5.63879588229788]",12.71096299748121,"[17.101503288141366, 12.587446885330861]","[4.401395348804435, 2.8324349341800303]","[12.407253351105094, 7.925915208028924]",11.303383996016969,[19.685707554815444],[8.395653050244427],[15.19032614072188],14.42389558192725,7.27926633691957,3.613329875072637
406,long_path,lp2_n85,3s,ignore,3,gaus_normal,"[14.767827513024464, 9.445422061419688]","[7.28703901621117, 4.116094267185663]","[9.895918587245584, 3.799532692040226]",10.65026170549374,"[16.02100704614199, 10.741112143341327]","[7.430365794724662, 5.232379297827272]","[10.796636680334228, 6.141402070778681]",11.416003173733626,[17.55110594150878],[9.668464182511993],[11.982965467695216],13.06751186390533,7.28703901621117,4.116094267185663
405,long_path,lp2_n85,3s,ignore,3,gaus_80,"[14.859687478834664, 9.639743927392358]","[7.287838452040782, 4.172618968851926]","[9.859681694444918, 3.9234217703947705]",10.66906920844012,"[15.970794711902393, 10.769802468206958]","[7.723654992048862, 5.127041068861258]","[10.886433145631841, 6.699223328647575]",11.526960949861031,[17.744023290372745],[9.657448462707267],[12.037914812514781],13.146462188531595,7.287838452040782,4.172618968851926
404,long_path,lp2_n85,3s,ignore,3,average,"[14.752547760335336, 9.179446737133949]","[7.350873113801302, 4.043735110737857]","[9.980816316975307, 3.6329146997564354]",10.694745730370649,"[15.788641369016071, 8.711614528405645]","[7.498665767873136, 4.9096164464259955]","[10.798419879062735, 5.352862204967436]",11.361909005317315,[17.343168285546273],[9.892767323694574],[11.989130159667571],13.075021922969476,7.350873113801302,4.043735110737857
476,long_path,lp2_n85,10s,ignore,12,average,"[13.970926067539763, 9.937955343413279]","[7.3789696753003, 3.321715866783801]","[9.986293546296299, 3.1744907575129635]",10.44539642971212,"[14.467645195612281, 8.635343358808884]","[6.334954512846179, 3.9283500782558494]","[9.104161965020575, 4.133681910047376]",9.968920557826344,[16.309461010927595],[8.98858798127294],[11.674536661522634],12.324195217907723,7.3789696753003,3.321715866783801
407,long_path,lp2_n85,3s,ignore,3,gaus_top,"[14.713037792709375, 9.62575938232365]","[7.429352299587089, 4.944195814031708]","[10.181243404938272, 5.130909331261569]",10.774544499078246,"[16.929388991172992, 12.961462920291291]","[9.560602522259098, 7.598580981696801]","[11.875568511256354, 6.985561006664744]",12.78852000822948,[18.65391847252591],[11.6097215738591],[13.32198671040698],14.528542252263996,7.429352299587089,4.944195814031708
542,long_path,lp2_n100,5s,ignore,12,gaus_normal,"[17.179488823384, 11.63359478040823]","[7.448122358641096, 3.494959388140065]","[12.974583376917337, 5.438768111898143]",12.53406485298081,"[16.741265153291856, 11.985559282257467]","[4.542179635549207, 3.385720682301951]","[12.282626083428111, 7.199371267997924]",11.18869029075639,[19.172364711820034],[8.432091709425617],[14.915029622257398],14.173162014501017,7.448122358641096,3.494959388140065
385,long_path,lp2_n85,3s,penalty,1,gaus_80,"[15.036296867075409, 8.157877296693863]","[7.596777876939441, 4.399964886961108]","[7.693494900617284, 4.910994523469583]",10.108856548210712,"[16.767830804767033, 10.994784249964551]","[8.284525762707151, 6.029165127302475]","[7.593431558641977, 5.456024291701048]",10.881929375372051,[17.89822850354502],[10.806381113604516],[8.196953767835879],12.300521128328471,7.596777876939441,4.399964886961108
437,long_path,lp2_n85,5s,ignore,3,gaus_80,"[14.271578261172245, 9.034171662917737]","[7.656923485464933, 3.6775002406259567]","[10.762099571742619, 4.364783188532671]",10.8968671061266,"[16.06650818242628, 13.022447699672599]","[7.007195773184876, 4.635838349877749]","[11.07070912240039, 7.378153741237305]",11.38147102600385,[17.30786292716585],[10.25576950005527],[12.890180439240396],13.484604288820506,7.656923485464933,3.6775002406259567
574,long_path,lp2_n100,10s,ignore,12,gaus_normal,"[16.867967489435635, 11.141260905658608]","[7.660079526705019, 2.921023154601346]","[14.71746245474908, 5.7354755139128955]",13.08183649029658,"[15.406148026382258, 14.195566276253585]","[4.743287083351006, 3.970918320421268]","[11.864503983594458, 7.442455512104778]",10.67131303110924,[18.064897942307603],[8.16366190784993],[15.937533361385803],14.055364403847776,7.660079526705019,2.921023154601346
475,long_path,lp2_n85,10s,ignore,6,gaus_top,"[14.226941244133023, 11.324733862569314]","[7.690258189189191, 3.6273589026932473]","[10.256369098765433, 3.717529778923917]",10.724522844029217,"[15.460837656545433, 13.347381286057642]","[8.216388957290626, 8.816862044797269]","[9.169043744855967, 9.169199489952689]",10.948756786230676,[18.608511159381607],[11.481163302969636],[12.108668469135804],14.066114310495683,7.690258189189191,3.6273589026932473
438,long_path,lp2_n85,5s,ignore,3,gaus_normal,"[14.200503459627711, 8.927584427264252]","[7.6923237897954735, 3.8954821854384796]","[10.571684948644451, 4.051537678820378]",10.821504066022548,"[15.706048541994344, 10.431013043560185]","[7.412594726222771, 4.845929174049987]","[10.885719378558335, 6.665980714674086]",11.33478754892515,[17.12258686916821],[10.446025148690904],[12.688069407585148],13.41889380848142,7.6923237897954735,3.8954821854384796
511,long_path,lp2_n100,3s,ignore,12,gaus_top,"[17.224162645095095, 11.013281601237567]","[7.696182298673674, 4.374408981049566]","[13.42682892993827, 6.29468083840999]",12.782391291235678,"[19.72258862534949, 15.349416024380128]","[8.063430462304405, 7.614645648556429]","[11.63912022079772, 11.738588289082498]",13.141713102817208,[21.02288651632574],[11.002955167035456],[14.789736247489003],15.605192643616732,7.696182298673674,4.374408981049566
432,long_path,lp2_n85,5s,ignore,1,average,"[15.251436633591927, 8.666476489372489]","[7.701255022480815, 5.16905179858909]","[10.052382429012345, 3.678700882976917]",11.00169136169503,"[15.87004510939511, 11.033979184477435]","[12.47192274753014, 8.248824545787329]","[10.460344545454547, 8.609429055686467]",12.9341041341266,[18.941372785701112],[13.633333073613471],[13.446714293159108],15.340473384157898,7.701255022480815,5.16905179858909
400,long_path,lp2_n85,3s,ignore,1,average,"[14.900352540265263, 9.0249326567019]","[7.8342063755130145, 4.307981996374285]","[10.448137966975308, 4.45211256143582]",11.060898960917864,"[15.59917558951108, 10.462685605115185]","[9.583239387495604, 8.215871545074169]","[12.05915933484505, 7.6227517296652065]",12.41385810395058,[18.66709595959218],[11.9241837289517],[13.100265150891616],14.56384827981183,7.8342063755130145,4.307981996374285
289,long_path,lp2,3s,penalty,1,gaus_80,"[15.245461474332664, 7.674051072436969]","[7.835201011974476, 4.732102609524368]","[6.979294649074075, 4.413395131199432]",10.01998571179374,"[16.49965299595892, 11.883403463006058]","[8.80686690990991, 7.296525162827781]","[6.379785071806501, 4.573514085518356]",10.562101659225112,[18.065715433871826],[10.474805429940195],[7.554758246396686],12.031759703402903,7.835201011974476,4.732102609524368
510,long_path,lp2_n100,3s,ignore,12,gaus_normal,"[16.66278184443254, 10.689771229717751]","[7.845940082214926, 3.4622337693901515]","[11.933280964503767, 5.554310236991335]",12.147334297050412,"[17.437591219929015, 11.98085423699474]","[5.2164621476194695, 5.341463844315384]","[12.03963605487402, 6.493255021606226]",11.564563140807502,[18.899067705177792],[8.844262054994465],[14.083135180225913],13.942154980132722,7.845940082214926,3.4622337693901515
509,long_path,lp2_n100,3s,ignore,12,gaus_80,"[16.804689406925863, 10.844952627211757]","[7.861437213024895, 3.6582633944075234]","[12.269086223440395, 5.678433303468248]",12.311737614463718,"[17.577048579305323, 12.501057058959226]","[5.173275052993865, 5.121898069329347]","[12.239185327328073, 6.9095708429836575]",11.663169653209088,[19.155678755808413],[8.984280518125544],[14.403798423973399],14.181252565969118,7.861437213024895,3.6582633944075234
396,long_path,lp2_n85,3s,penalty,12,average,"[15.471057908577325, 6.202758469858256]","[7.905595356509634, 3.9808811451636856]","[15.867471616049382, 6.356696250398366]",13.08137496037878,"[15.61379595286195, 9.839841098105735]","[7.7650175726384285, 7.111570578400377]","[12.339352002314817, 6.829147836839078]",11.906055175938398,[17.68527143992695],[8.812238602073478],[17.34766876953815],14.615059603846191,7.905595356509634,3.9808811451636856
436,long_path,lp2_n85,5s,ignore,3,average,"[14.224970433655876, 8.720110354341712]","[7.9096034450492185, 4.257360700395285]","[10.30989313786008, 3.5325565387101934]",10.814822338855056,"[15.156545620477615, 9.55880212672694]","[8.10784979562896, 5.4060860125007295]","[10.53278782010582, 5.996487568673944]",11.26572774540413,[17.097457106596416],[10.951455327196763],[12.496321507156216],13.515077980316464,7.9096034450492185,4.257360700395285
292,long_path,lp2,3s,penalty,3,average,"[17.14504150005005, 7.321215753979807]","[7.915862325387883, 5.774839674202123]","[9.422011357407404, 5.755764073691116]",11.494305060948449,"[15.140839230526824, 11.065663824959014]","[7.687181856356355, 5.535961708753972]","[7.8501361253561255, 6.358171613746003]",10.226052404079768,[19.73452739414397],[10.568691449730498],[10.098448761315277],13.467222535063248,7.915862325387883,5.774839674202123
384,long_path,lp2_n85,3s,penalty,1,average,"[15.668921914139139, 7.549565151627493]","[7.949839287087089, 4.645161504016066]","[8.887065883641977, 6.456775992362365]",10.835275694956067,"[17.208902736008735, 12.701021960359709]","[9.3853790435172, 7.500095571405048]","[9.16782320483749, 10.064135915010791]",11.920701661454476,[18.696359268026463],[11.242443195810333],[9.73447238309798],13.22442494897826,7.949839287087089,4.645161504016066
296,long_path,lp2,3s,penalty,6,average,"[16.82423804219219, 7.487058823968192]","[8.000471321221221, 5.709967719176823]","[12.909125823456792, 6.161948973951025]",12.577945062290068,"[15.250048181051424, 9.83455134227047]","[6.7972041063563555, 5.098788411791787]","[8.645652799145298, 6.555420716515206]",10.230968362184358,[19.702172246356866],[9.953570165168307],[13.598485350538231],14.418075920687803,8.000471321221221,5.709967719176823
569,long_path,lp2_n100,10s,ignore,6,gaus_80,"[17.872442848641946, 11.972420785035077]","[8.077049016538453, 4.491132160127224]","[15.300866455460087, 6.296039418705056]",13.750119440213496,"[16.712946830150525, 14.965164723177974]","[5.411013799883464, 6.538795421038256]","[12.474516971795587, 9.93786117688593]",11.532825867276523,[20.104028120224843],[8.956145870514693],[16.49740788315578],15.185860624631772,8.077049016538453,4.491132160127224
300,long_path,lp2,3s,penalty,12,average,"[16.994107252145895, 8.019821281249667]","[8.176841911846223, 5.070018593867128]","[19.057558528549382, 6.885886179659221]",14.742835897513832,"[15.846946838458827, 9.67250089085552]","[6.768355144582079, 4.739464070495636]","[13.058244285968659, 7.684082958373966]",11.891182089669854,[20.608261380907972],[10.008626732628526],[20.383886627202326],17.00025824691294,8.176841911846223,5.070018593867128
474,long_path,lp2_n85,10s,ignore,6,gaus_normal,"[14.423479592245021, 10.053767150839853]","[8.197090108950404, 4.150789483749099]","[10.853295361957652, 3.6057438788125435]",11.157955021051023,"[14.300665209654385, 10.993183019688809]","[5.478260601487558, 4.091382016572494]","[10.179710944259732, 5.979830819652854]",9.986212251800556,[17.39081008325865],[9.88186273451751],[12.723622166758265],13.332098328178144,8.197090108950404,4.150789483749099
439,long_path,lp2_n85,5s,ignore,3,gaus_top,"[14.625776599808141, 8.789157410066883]","[8.256520864656324, 4.156899187099514]","[10.893781146604939, 5.839366702207447]",11.258692870356468,"[16.855764304876306, 12.281442092530574]","[9.335168683683683, 5.808882884951644]","[11.977266698412699, 7.559415816890232]",12.722733228990895,[18.25850438288279],[12.647363710126793],[13.381258177478491],14.762375423496024,8.256520864656324,4.156899187099514
473,long_path,lp2_n85,10s,ignore,6,gaus_80,"[14.503688311714237, 10.378287492686834]","[8.31779204348976, 3.7788889841041993]","[11.194151051150923, 3.756348519154702]",11.338543802118307,"[14.87374586548702, 11.502022964354657]","[5.386014268185133, 3.9262883351572917]","[10.603660396744987, 6.671783977704811]",10.28780684347238,[17.441437092679923],[9.723171934872422],[13.060805890813203],13.40847163945518,8.31779204348976,3.7788889841041993
288,long_path,lp2,3s,penalty,1,average,"[16.710496808383382, 8.028145480899454]","[8.322518825387888, 5.360610620472319]","[9.233287680555556, 5.954254961655109]",11.422101104775608,"[16.49965299595892, 11.883403463006058]","[8.80686690990991, 7.296525162827781]","[7.901816744639375, 7.929276733070302]",11.069445550169403,[19.661601527845228],[11.425492395397221],[10.073315226626416],13.720136383289622,8.322518825387888,5.360610620472319
472,long_path,lp2_n85,10s,ignore,6,average,"[14.756708891613837, 9.624038847555404]","[8.379129855855851, 4.066286133403371]","[10.549612796296294, 3.524246984209754]",11.228483847921993,"[14.701589964130797, 10.37579542563641]","[6.120117263513514, 4.012353840952534]","[10.245560041152263, 5.066500842150925]",10.355755756265523,[17.62689109292626],[10.53466043960627],[12.456561006172839],13.539370846235125,8.379129855855851,4.066286133403371
506,long_path,lp2_n100,3s,ignore,6,gaus_normal,"[16.86607484602555, 11.030718611506192]","[8.40104860693348, 4.38854913038607]","[12.217087107197221, 5.808566950876558]",12.49473685338542,"[17.027669448882673, 12.442255710996363]","[5.429948238189961, 6.610885758286636]","[12.644467043104576, 7.432933339251548]",11.70069491005907,[19.67385397623598],[9.58406492792243],[14.576759701887756],14.611559535348723,8.40104860693348,4.38854913038607
505,long_path,lp2_n100,3s,ignore,6,gaus_80,"[16.95757309278826, 11.410918588303513]","[8.522517205347649, 4.603879769365749]","[12.419333063368832, 5.948353653747741]",12.63314112050158,"[17.32694892139541, 13.134962684924158]","[5.442752190870041, 6.522114494781853]","[12.827895116924784, 7.982161532183353]",11.86586540973008,[19.962319356987138],[9.78639373693713],[14.702119071875234],14.816944055266498,8.522517205347649,4.603879769365749
537,long_path,lp2_n100,5s,ignore,6,gaus_80,"[17.945516029147555, 11.957224284615128]","[8.628463089311216, 4.777554822238904]","[13.98939190244104, 6.269690529283078]",13.521123673633271,"[18.164938780793214, 13.229694662087946]","[5.28099832710672, 6.513168246748868]","[13.751060003658198, 10.541760632085081]",12.398999037186044,[20.765254507547326],[9.854523240312732],[15.92435629985718],15.51471134923908,8.628463089311216,4.777554822238904
507,long_path,lp2_n100,3s,ignore,6,gaus_top,"[16.451326444294295, 11.632376177398891]","[8.656491623673674, 5.177476087773123]","[12.827263672530865, 6.748375185165192]",12.645027246832944,"[17.868187435538992, 13.981075032553731]","[7.857735167535955, 8.235543865076608]","[13.391891989026062, 10.77926741586873]",13.039271530700338,[20.786058922926134],[11.662523212024169],[15.068150197223417],15.83891077739124,8.656491623673674,5.177476087773123
540,long_path,lp2_n100,5s,ignore,12,average,"[16.74934324015682, 10.854957141905336]","[8.666474746350517, 3.5551491774249855]","[12.305522258230448, 5.143673584882422]",12.57378008157926,"[15.9507456991992, 11.672115015154281]","[5.075972808329162, 4.37908962364654]","[11.843599650205762, 6.181118763281413]",10.956772719244707,[18.566201573170392],[9.69727146494411],[14.337130871247883],14.200201303120798,8.666474746350517,3.5551491774249855
570,long_path,lp2_n100,10s,ignore,6,gaus_normal,"[17.510537152513407, 11.483751619381673]","[8.673310177060221, 4.181811581499217]","[15.24508944400081, 5.83185768300181]",13.80964559119148,"[16.032588233124844, 14.669905112802633]","[5.440309155700309, 6.992767307192071]","[12.468701986466073, 8.682942886216725]",11.31386645843041,[19.43189482257212],[9.272838848727204],[16.465825666685486],15.056853112661605,8.673310177060221,4.181811581499217
464,long_path,lp2_n85,10s,ignore,1,average,"[14.825962341341343, 9.655506313684162]","[8.692455355855854, 5.068033499090386]","[11.019312987654322, 4.593113097095114]",11.512576894950506,"[17.52106123957291, 11.71880903229247]","[10.14429093093093, 8.398594774746185]","[13.24438767489712, 8.895532228225715]",13.636579948466986,[20.04968671104438],[15.153919885719054],[15.038910711934156],16.747505769565866,8.692455355855854,5.068033499090386
538,long_path,lp2_n100,5s,ignore,6,gaus_normal,"[17.79720492342591, 11.651243277886907]","[8.75360931691477, 4.610311158433927]","[13.60872087884656, 5.878448246904528]",13.386511706395746,"[17.617284098696597, 12.985123298246622]","[5.3095678358457965, 6.407816867776432]","[13.464138951111309, 9.203142954775307]",12.130330295217902,[20.384204934158454],[9.836299036356158],[15.527388163385783],15.249297377966798,8.75360931691477,4.610311158433927
508,long_path,lp2_n100,3s,ignore,12,average,"[16.398343201007258, 10.281750221588963]","[8.766641647632008, 3.7014498623366516]","[11.475402408179011, 5.270677496179772]",12.213462418939423,"[17.092897025732633, 11.235927711166193]","[5.850441164849058, 5.761626097531923]","[11.830179775377232, 6.31621166286055]",11.59117265531964,[18.61058209197884],[9.8069807256455],[13.633988117071974],14.017183644898772,8.766641647632008,3.7014498623366516
471,long_path,lp2_n85,10s,ignore,3,gaus_top,"[15.010625355244136, 11.110499209133316]","[8.852451355855857, 3.5660492257030207]","[11.759706000000001, 5.449644360424429]",11.874260903699998,"[17.033630427093765, 12.805882588232297]","[7.444358430930929, 5.191538981022939]","[13.598013950617284, 6.929522065840489]",12.692000936213994,[19.18206149605161],[13.354489842008675],[15.77765767489712],16.10473633765247,8.852451355855857,3.5660492257030207
539,long_path,lp2_n100,5s,ignore,6,gaus_top,"[16.749456684100767, 12.056813137076803]","[9.011391882298968, 6.083355581052868]","[14.434543105452677, 6.920403470913132]",13.398463890617473,"[17.763716246818245, 14.186730889719415]","[8.347277688104771, 8.707511727368116]","[15.560653497942386, 12.38715587976183]",13.890549144288466,[21.559684964402496],[11.39465228595262],[16.814063620793995],16.589466957049705,9.011391882298968,6.083355581052868
567,long_path,lp2_n100,10s,ignore,3,gaus_top,"[20.31553851562674, 12.544761118630374]","[9.114477949282616, 6.746936724856374]","[16.14757983950618, 7.336641352239393]",15.192532101471846,"[18.757185008897792, 16.65923451465583]","[7.107429917417417, 6.236238770924969]","[14.484411543209879, 13.368246362253569]",13.449675489841695,[23.179127621844067],[10.824429638304974],[18.46324211111111],17.488933123753384,9.114477949282616,6.746936724856374
470,long_path,lp2_n85,10s,ignore,3,gaus_normal,"[14.430622350487116, 9.986048077733955]","[9.175340049908659, 3.7664460107161086]","[10.93925991481379, 4.4187944128881504]",11.515074105069855,"[14.416206410691862, 11.631130315866178]","[6.10372398420249, 4.037268501277877]","[11.128190933720221, 7.061336624255521]",10.549373776204858,[17.45982699938593],[11.436725531525862],[13.554967800995751],14.150506777302516,9.175340049908659,3.7664460107161086
469,long_path,lp2_n85,10s,ignore,3,gaus_80,"[14.387427574147175, 10.01757666746385]","[9.220680656146031, 3.724565513346493]","[11.163004730619116, 4.623110940733997]",11.590370986970774,"[14.713910825308878, 11.329241264794614]","[6.318229479457895, 4.144617278544656]","[11.236124201611979, 7.318912585173339]",10.75608816879292,[17.542305244093505],[11.395231645931066],[13.766398129760537],14.234645006595036,9.220680656146031,3.724565513346493
504,long_path,lp2_n100,3s,ignore,6,average,"[16.709443447997998, 10.248986454857956]","[9.250245631637886, 4.719450806126049]","[11.826850411882718, 5.405710097951728]",12.595513163839534,"[17.211668002744123, 11.752503080169811]","[5.9405606124545605, 6.9905463927850615]","[12.441069852537725, 6.731734756514996]",11.864432822578804,[19.40933552796787],[10.43138547949535],[14.21857450139419],14.686431836285804,9.250245631637886,4.719450806126049
468,long_path,lp2_n85,10s,ignore,3,average,"[14.701369749416083, 9.778155218735884]","[9.423548189189193, 4.198240272153736]","[10.70936188888889, 4.217744141409556]",11.611426609164722,"[14.984298945612279, 11.226799623568612]","[7.225111326326328, 4.621900697319813]","[10.944308004115227, 6.547274719022191]",11.051239425351278,[17.803621186853526],[12.275991613279945],[13.287349563786009],14.455654121306496,9.423548189189193,4.198240272153736
565,long_path,lp2_n100,10s,ignore,3,gaus_80,"[18.291556223276316, 12.26315703182429]","[9.718559342433947, 4.895060595167836]","[16.816051269675583, 7.348368815803027]",14.942055611795285,"[15.625526277130518, 15.001312709658265]","[7.742346061455048, 6.315413377160262]","[14.411052780434577, 11.973323999648992]",12.592975039673382,[20.76900462664087],[10.67683180242604],[18.209032452839864],16.551622960635594,9.718559342433947,4.895060595167836
502,long_path,lp2_n100,3s,ignore,3,gaus_normal,"[17.408406289425905, 10.878760223351222]","[9.801236351233433, 4.8304946654747996]","[12.588479656959404, 5.735908608679108]",13.266040765872916,"[18.687233324159873, 11.884703083596989]","[7.854175888444679, 9.175757527640108]","[12.105733994718754, 8.387575560952111]",12.88238106910777,[20.728141668364767],[11.530543240081608],[14.755631130437965],15.671438679628116,9.801236351233433,4.8304946654747996
501,long_path,lp2_n100,3s,ignore,3,gaus_80,"[17.625465185538587, 11.148837965833284]","[9.807785873362494, 4.8247609390676836]","[12.636874719632655, 5.938906808265209]",13.356708592844578,"[18.941362152633005, 12.34970337130716]","[7.998260892587972, 9.304093639932999]","[12.065881029915367, 9.125818239863273]",13.001834691712114,[21.02791697662716],[11.689946555936814],[14.95385812400412],15.8905738855227,9.807785873362494,4.8247609390676836
572,long_path,lp2_n100,10s,ignore,12,average,"[16.659258738905574, 10.238331273864471]","[9.813534546504842, 3.335559276436068]","[13.970967589506172, 5.114196019168783]",13.481253624972195,"[15.802937879268159, 12.847532226159917]","[5.766750500083416, 5.266695047284086]","[11.752381080246915, 6.359403518903003]",11.10735648653283,[17.844047269936603],[10.314330612654322],[15.276860867283952],14.47841291662496,9.813534546504842,3.335559276436068
533,long_path,lp2_n100,5s,ignore,3,gaus_80,"[18.187539007434705, 12.50797908565992]","[9.836252160692334, 5.252168791436295]","[14.192141009675971, 7.082352980018163]",14.071977392601005,"[18.767145515709693, 16.64727079159947]","[6.83692858444623, 7.8987932071816]","[14.013048278765387, 11.731224753093503]",13.205707459640436,[21.631377108026978],[11.395446965368645],[16.281534546414548],16.436119539936723,9.836252160692334,5.252168791436295
566,long_path,lp2_n100,10s,ignore,3,gaus_normal,"[17.978962557949203, 12.04687049088916]","[9.888759608326833, 4.911460799917341]","[16.66504301622508, 6.737911751440125]",14.844255060833705,"[16.026232763218545, 14.660075720126363]","[7.5697257973941605, 6.408174999294528]","[14.322070152470282, 11.53348946803386]",12.639342904360996,[20.503593465280737],[10.631779550947446],[17.818144846402554],16.317839287543578,9.888759608326833,4.911460799917341
534,long_path,lp2_n100,5s,ignore,3,gaus_normal,"[18.086809436461756, 12.163643968000189]","[9.961869019961895, 5.155420817368201]","[14.155343995534288, 6.790869571043017]",14.06800748398598,"[18.676805254713017, 16.36722065591015]","[6.770824387371664, 7.8316842497301495]","[13.887407384042168, 10.945673429362502]",13.111679008708949,[21.407807390420682],[11.43937362755277],[16.10308619670234],16.316755738225265,9.961869019961895,5.155420817368201
500,long_path,lp2_n100,3s,ignore,3,average,"[16.9982263517017, 10.06416075004477]","[10.003810125387886, 5.226651637951288]","[12.30378293271605, 5.3383745514964]",13.101939803268545,"[17.848816824583203, 11.177136891427118]","[7.558527643432904, 8.64334402916851]","[12.203078545953362, 7.291441705317992]",12.536807671323157,[19.988924735165348],[11.731409596101429],[14.439122457277387],15.386485596181387,10.003810125387886,5.226651637951288
536,long_path,lp2_n100,5s,ignore,6,average,"[17.669239327932097, 11.125991459687752]","[10.007644919961626, 4.40261053966735]","[12.652087667952674, 5.395479892369459]",13.442990638615465,"[17.156747294437295, 12.680190780578313]","[5.498747523982316, 6.433882264970066]","[12.599136316872428, 7.100206992602366]",11.751543711764016,[20.17974167653606],[10.886565222013681],[14.615553265795208],15.227286721448316,10.007644919961626,4.40261053966735
535,long_path,lp2_n100,5s,ignore,3,gaus_top,"[19.02614984876543, 13.309713801703454]","[10.283378767183851, 5.773094576967477]","[14.172697799897122, 7.455942160348311]",14.494075471948802,"[21.31410367538967, 14.162432067880475]","[7.967462914998332, 9.266269945887753]","[14.628578034979423, 12.307866062001189]",14.636714875122474,[24.168366037010024],[12.696265835335335],[16.929085355846045],17.9312390760638,10.283378767183851,5.773094576967477
497,long_path,lp2_n100,3s,ignore,1,gaus_80,"[16.518558664014016, 10.334287421642985]","[10.368331542655154, 5.472798313006861]","[13.144231056790124, 6.050785818463525]",13.343707087819766,"[18.974839392469395, 13.730826058081218]","[10.28395342105263, 10.677391324017732]","[13.891650871056243, 10.429805767219635]",14.383481228192757,[21.470377739324483],[14.05453005279902],[15.92731400018352],17.150740597435675,10.368331542655154,5.472798313006861
496,long_path,lp2_n100,3s,ignore,1,average,"[16.71744258068068, 10.251497727250646]","[10.568159880155154, 5.606947201593588]","[13.144231056790124, 6.050785818463525]",13.476611172541986,"[19.37403732846054, 13.901977436759584]","[10.28395342105263, 10.677391324017732]","[13.891650871056243, 10.429805767219635]",14.51654720685647,[21.603610211042824],[14.310143779939589],[15.92731400018352],17.280355997055313,10.568159880155154,5.606947201593588
