,path_len,threshold,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path_av_av,path1_b,path2_b,path3_b,path_b_av,path1_av_i,path2_av_i,path3_av_i,path3_av_i_av
38,short_path,lp2,5s,penalty,3,gaus_normal,"[10.236808560543627, 4.565725236560025]","[8.518372287564741, 3.446744065842841]","[10.441476045765642, 3.63447508911699]",9.73221896462467,"[8.692335272614022, 4.445613709493963]","[5.030232425495114, 2.792202208786961]","[8.863423702023242, 4.295622696405235]",7.528663800044126,[13.934388264865802],[10.461536422517854],[12.910026337939911],12.435317008441189
39,short_path,lp2,5s,penalty,3,gaus_top,"[10.743214896396397, 3.715741435018748]","[9.501464159159156, 4.203663621213921]","[11.635538266766766, 4.0340382835684485]",10.626739107440772,"[10.169915915915917, 3.8194829387902103]","[6.310486211211211, 3.1645190799911838]","[10.049431774274273, 4.356839441144178]",8.843277967133801,[16.230104747747752],[11.802240805805809],[13.92618058775442],13.986175380435995
40,short_path,lp2,5s,penalty,6,average,"[11.208438500750754, 3.916053337367162]","[9.42813265915916, 1.9903211644847723]","[14.197639711461457, 1.9065924387895545]",11.611403623790457,"[8.089137105855851, 6.859035202198366]","[6.521775556806808, 2.2289747709009635]","[7.985869751001001, 5.706280773184822]",7.532260804554554,[13.868071707957958],[10.370791774774775],[16.52360758683684],13.58749035652319
41,short_path,lp2,5s,penalty,6,gaus_80,"[10.536631984795315, 3.6278152984013157]","[8.338660025819841, 3.430593598596706]","[10.310214651073682, 2.8383905937909066]",9.728502220562946,"[8.320145526981682, 8.103629644419184]","[5.77393265367683, 1.0386589968365505]","[7.741649844735962, 3.681273513184415]",7.2785760084648246,[14.024423405744638],[10.386972976524673],[12.240039569393314],12.217145317220874
42,short_path,lp2,5s,penalty,6,gaus_normal,"[11.140321448253193, 3.7114717672329878]","[8.293154840314644, 3.6139815818718652]","[9.741841721877279, 3.0105898179128237]",9.725106003481706,"[7.871174483181955, 7.893619423176707]","[6.175239002576486, 1.449256161123476]","[7.177178262378212, 3.71094738207104]",7.074530582712217,[13.65643618008914],[10.492936923056314],[11.806803909958443],11.985392337701299
43,short_path,lp2,5s,penalty,6,gaus_top,"[9.849903896396395, 2.319392724859989]","[8.314827159159158, 3.699207455074228]","[10.48874011061061, 3.2742149463139185]",9.551157055388721,"[14.094942912912913, 13.02475193437749]","[4.616501201201201, 1.925962577929574]","[7.378227284784784, 4.024624486402261]",8.6965571329663,[17.895208264264262],[11.266745351351352],[12.487657993159825],13.883203869591815
44,short_path,lp2,5s,penalty,12,average,"[10.031566021396394, 2.811572235528004]","[9.752568992492492, 0.38431683982190107]","[15.672602836461461, 2.3263862623481444]",11.81891261678345,"[10.76920023273273, 7.675324894499488]","[5.945096614114117, 3.2333291943910405]","[7.68420061624124, 4.653342212606214]",8.13283248769603,[13.885673870495491],[10.628136025025023],[18.17158940928428],14.228466434934932
45,short_path,lp2,5s,penalty,12,gaus_80,"[9.74897016663296, 2.8585892459786177]","[7.301968486510697, 2.760387787730053]","[9.091906425796425, 4.283295465261236]",8.714281692980029,"[8.897800792763237, 6.955391101462587]","[5.150437418255649, 2.5882126453198144]","[7.55226937785352, 3.954338950806518]",7.200169196290801,[13.855493142457401],[9.087035003683068],[12.057888185943941],11.666805444028137
46,short_path,lp2,5s,penalty,12,gaus_normal,"[9.744901163114225, 3.022021408870349]","[7.450097716198476, 3.0915726269365824]","[8.792120985624447, 4.173049054736388]",8.662373288312383,"[9.795711223026002, 7.768828751525851]","[5.490714872047839, 3.0231092929970695]","[6.741069603079314, 2.8317077076880106]",7.342498566051051,[13.566250618495658],[9.48094626103771],[11.855597207122855],11.634264695552075
47,short_path,lp2,5s,penalty,12,gaus_top,"[8.843262396396396, 6.094233742193543]","[6.336258006006007, 1.9504682119597305]","[11.433414524524524, 3.0970898647894254]",8.870978308975642,"[7.4941069369369355, 3.6209313422324128]","[5.3748072347347335, 3.082254924527147]","[7.614591078578577, 6.558519109999735]",6.8278350834167485,[15.580611475975976],[9.95588055955956],[13.40204732282282],12.979513119452784
48,short_path,lp2,5s,ignore,1,average,"[7.402958064564563, 3.064455311299477]","[5.462946506006006, 2.587246190048946]","[7.401803605605605, 2.761993080088733]",6.755902725392058,"[7.399414609609609, 4.213185296688103]","[4.429418791291292, 2.482694389961894]","[7.011569784784784, 4.23535087288538]",6.280134395228562,[12.000380663663663],[6.684911284784785],[10.039341936436434],9.574877961628294
49,short_path,lp2,5s,ignore,1,gaus_80,"[7.402958064564563, 3.064455311299477]","[5.462946506006006, 2.587246190048946]","[7.401803605605605, 2.761993080088733]",6.755902725392058,"[7.399414609609609, 4.213185296688103]","[4.429418791291292, 2.482694389961894]","[7.011569784784784, 4.23535087288538]",6.280134395228562,[12.000380663663663],[6.684911284784785],[10.039341936436434],9.574877961628294
50,short_path,lp2,5s,ignore,1,gaus_normal,"[7.402958064564563, 3.064455311299477]","[5.462946506006006, 2.587246190048946]","[7.401803605605605, 2.761993080088733]",6.755902725392058,"[7.399414609609609, 4.213185296688103]","[4.429418791291292, 2.482694389961894]","[7.011569784784784, 4.23535087288538]",6.280134395228562,[12.000380663663663],[6.684911284784785],[10.039341936436434],9.574877961628294
51,short_path,lp2,5s,ignore,1,gaus_top,"[7.402958064564563, 3.064455311299477]","[5.462946506006006, 2.587246190048946]","[7.401803605605605, 2.761993080088733]",6.755902725392058,"[7.399414609609609, 4.213185296688103]","[4.429418791291292, 2.482694389961894]","[7.011569784784784, 4.23535087288538]",6.280134395228562,[12.000380663663663],[6.684911284784785],[10.039341936436434],9.574877961628294
52,short_path,lp2,5s,ignore,3,average,"[7.520452624624629, 3.8776523834344325]","[4.651855672672674, 1.7421720480273735]","[7.3840262722722745, 4.885914230872382]",6.518778189856526,"[6.577212942942943, 4.894357957623596]","[2.8926203753753716, 1.9013283922632234]","[6.6232244719719695, 4.24386922631528]",5.364352596763428,[10.479237512012013],[5.331558399399397],[9.526054802302303],8.445616904571239
53,short_path,lp2,5s,ignore,3,gaus_80,"[6.443590944279432, 3.7788597728487847]","[4.458798929875463, 1.61403984805124]","[7.169106109425879, 4.663989190198748]",6.023831994526925,"[6.418353823048799, 4.465270364063264]","[3.039371023329014, 1.5990850771105682]","[6.603590263538348, 4.315153653117726]",5.353771703305387,[10.154868542058557],[5.346935540047742],[9.863672077901985],8.455158720002762
54,short_path,lp2,5s,ignore,3,gaus_normal,"[6.800242472418317, 3.85026453470602]","[4.416114969783755, 1.6482208587969283]","[7.167195229089378, 4.59441108318925]",6.127850890430483,"[6.691942258882035, 3.60491063117867]","[2.864556803761449, 1.6541650365166014]","[6.557031795813775, 4.108895348879126]",5.371176952819087,[10.22198998467811],[5.218064698420974],[9.771186364236174],8.40374701577842
