,path_len,threshold,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path_av_av,path1_b,path2_b,path3_b,path1_av_i,path2_av_i,path3_av_i
157,short_path,lp2,5s,ignore,12,gaus_80,"[6.851547970651839, 3.859121153962192]","[4.198452831095281, 0.934603257049124]","[9.075274287555802, 4.334090951974364]",6.708425029767642,"[5.945721169511199, 4.931143572858517]","[3.276536587428349, 2.281570892750552]","[7.857786803426087, 3.8474596085619255]",[10.098490109313536],[4.914878972396685],[11.271865725525721]
158,short_path,lp2,5s,ignore,12,gaus_normal,"[7.320755355367888, 3.748101092678798]","[4.276523559237764, 1.0062153228757222]","[8.990120594932478, 4.48969254857137]",6.862466503179377,"[5.394699821305938, 5.643378445430059]","[2.8333867532740076, 2.2290018617139875]","[7.514465210395051, 3.814259151375639]",[10.178855149633844],[4.795778973821712],[11.166736129284724]
159,short_path,lp2,5s,ignore,12,gaus_top,"[6.784915457957956, 3.82468358641026]","[2.9153425300300317, 1.556349196271495]","[12.820046524524525, 4.419581240163246]",7.506768170837503,"[7.533445292792793, 1.3993110101098445]","[3.919054507007007, 0.9257088524914854]","[8.523443898898897, 2.407702440053507]",[10.923130318318318],[5.754684290790792],[15.65731292842843]
160,short_path,lp2,10s,penalty,1,average,"[5.181371963963963, 1.4398038438438467]","[5.815310069069073, 1.7311679309309334]","[3.1726801071071113, 1.9616593323323341]",4.723120713380049,"[3.662971486486488, 1.0408148198198186]","[4.024323813813811, 1.8958484984985013]","[2.2998424024023993, 0.9672097197197181]",[8.115392705705705],[7.417352099099096],[5.368474393393393]
161,short_path,lp2,10s,penalty,1,gaus_80,"[5.181371963963963, 1.4398038438438467]","[5.815310069069073, 1.7311679309309334]","[3.1726801071071113, 1.9616593323323341]",4.723120713380049,"[3.662971486486488, 1.0408148198198186]","[4.024323813813811, 1.8958484984985013]","[2.2998424024023993, 0.9672097197197181]",[8.115392705705705],[7.417352099099096],[5.368474393393393]
162,short_path,lp2,10s,penalty,1,gaus_normal,"[5.181371963963963, 1.4398038438438467]","[5.815310069069073, 1.7311679309309334]","[3.1726801071071113, 1.9616593323323341]",4.723120713380049,"[3.662971486486488, 1.0408148198198186]","[4.024323813813811, 1.8958484984985013]","[2.2998424024023993, 0.9672097197197181]",[8.115392705705705],[7.417352099099096],[5.368474393393393]
163,short_path,lp2,10s,penalty,1,gaus_top,"[5.181371963963963, 1.4398038438438467]","[5.815310069069073, 1.7311679309309334]","[3.1726801071071113, 1.9616593323323341]",4.723120713380049,"[3.662971486486488, 1.0408148198198186]","[4.024323813813811, 1.8958484984985013]","[2.2998424024023993, 0.9672097197197181]",[8.115392705705705],[7.417352099099096],[5.368474393393393]
164,short_path,lp2,10s,penalty,3,average,"[6.950216630630628, 0.6931558438438437]","[5.681980069069075, 1.49117393093093]","[2.2899127207207153, 0.8343334954954958]",4.974036473473473,"[4.156652837837837, 0.38577614114114156]","[3.085208153153152, 0.7297114864864906]","[3.018076031031032, 2.129209364364367]",[7.436490759759758],[6.023459686686686],[4.955098008008009]
165,short_path,lp2,10s,penalty,3,gaus_80,"[6.976559913255102, 1.122012243507132]","[6.078340601035354, 1.396975099740247]","[1.9787644777542657, 1.4477210935554534]",5.011221664014907,"[3.3445566403315734, 0.6606090887874148]","[2.739764114332596, 0.8015294590570063]","[3.0496815243773367, 2.6269894355750587]",[7.5267786574392845],[6.651314849117162],[4.445578395182897]
166,short_path,lp2,10s,penalty,3,gaus_normal,"[7.0761746093605975, 0.8836082065606186]","[5.98346213419989, 1.3439711833756998]","[2.0528292962785373, 1.2721290508744056]",5.037488679946342,"[4.0000986692371585, 0.00506705988182965]","[2.938017473099452, 0.9997828178238621]","[3.049681524377329, 2.6269894355750663]",[7.604698953795596],[6.424997759995881],[4.537817518161928]
167,short_path,lp2,10s,penalty,3,gaus_top,"[6.021350963963963, 1.266474843843847]","[7.388604069069071, 0.5311979309309334]","[2.9749673323323353, 2.6926921071071064]",5.4616407884551235,"[5.714571846846846, 1.0480218468468467]","[3.97407481981982, 0.29248518018018044]","[4.2594197047047055, 2.9267870220220242]",[8.92310024024024],[8.558277862862862],[5.407659266266267]
168,short_path,lp2,10s,penalty,6,average,"[5.694692463963967, 0.8375966771771859]","[6.35974090240241, 1.5467280975976028]","[3.83654072072072, 1.3656115045045023]",5.296991362362365,"[3.496308986486486, 0.48136934684684496]","[2.5958309984985015, 0.40889868618619296]","[4.9260697047047035, 0.5175713113113085]",[7.57636714264264],[6.581223520020022],[6.950603674674674]
169,short_path,lp2,10s,penalty,6,gaus_80,"[5.911261134641253, 1.503488439216203]","[6.227477738966771, 0.9798580162013213]","[4.99275424217112, 1.7881293651266097]",5.710497705259715,"[2.0571935867219477, 1.0415106949962787]","[2.4267900317709645, 1.0744968774105566]","[3.8271955522072867, 2.8494520943351853]",[8.284682087299716],[6.541368992042374],[7.393643529553539]
170,short_path,lp2,10s,penalty,6,gaus_normal,"[5.7949846031093335, 1.4212161056311459]","[6.27588206518163, 1.340110874389457]","[4.909434908397755, 1.923489375766439]",5.660100525562907,"[2.8130210518363525, 0.24589280926493062]","[2.3446464736570194, 0.6756642793900735]","[4.3367358812047225, 3.2832939376079318]",[7.973936311822688],[6.56304408827265],[7.410135503130408]
171,short_path,lp2,10s,penalty,6,gaus_top,"[5.995445705705705, 0.6257301021021018]","[5.268657069069071, 0.9220990690690636]","[7.672000387387385, 3.6766648378378406]",6.312034387387388,"[5.714571846846846, 1.0480218468468467]","[2.8239534234234265, 1.9807312612612646]","[3.427875595595596, 0.13386385385385546]",[10.816426279279279],[5.801469907907908],[9.860988037037037]
172,short_path,lp2,10s,penalty,12,average,"[4.621385963963968, 1.0709241771771782]","[5.551983319069066, 0.8945221809309287]","[5.994891832332329, 4.660457392892899]",5.389420371788455,"[5.885638641141142, 4.045544504504506]","[2.6296639864864852, 0.2591526801801807]","[5.798270121371372, 0.7897867279779738]",[6.580796436936934],[5.71972019994995],[10.64828900800801]
173,short_path,lp2,10s,penalty,12,gaus_80,"[4.69607861694115, 0.4406622923967083]","[4.9268378747510955, 0.712222569127221]","[4.568758192614574, 3.095516813054643]",4.7305582281022724,"[2.6653678657251536, 0.11971071757021479]","[2.7533893130195692, 0.9794702268683375]","[4.353638471826899, 0.061065143113441245]",[6.017757960986617],[5.55265321482198],[8.39598878391672]
174,short_path,lp2,10s,penalty,12,gaus_normal,"[4.559937675435889, 0.7853212594718115]","[5.208574311045984, 0.8411015073647774]","[4.622493524681569, 3.237868945327096]",4.797001837054481,"[3.9480848989513957, 1.0551707724266361]","[2.691170153179743, 0.3006522367555118]","[5.235534008298499, 0.5590558214786481]",[6.146703620379028],[5.525897252876583],[8.775061512914267]
175,short_path,lp2,10s,penalty,12,gaus_top,"[3.982162705705705, 1.0123871021021023]","[3.4687020690690704, 0.5887740690690637]","[7.414856332332332, 3.9338088928928943]",4.955240369035702,"[5.041115210210208, 2.5586947897897865]","[2.9652244994994996, 0.5700891841841844]","[1.6730979779779758, 0.34046529529529457]",[7.86310672072072],[6.027169970970971],[9.095748576576577]
176,short_path,lp2,10s,ignore,1,average,"[5.648026963963965, 3.1330948438438435]","[3.8553590690690713, 2.4111509309309325]","[4.588260332332333, 1.3193931071071108]",4.69721545512179,"[2.662996486486488, 0.040839819819818546]","[2.883678323323325, 0.8691808058058069]","[2.9293895595595583, 1.6266526926926936]",[7.604054138138137],[4.358569711711711],[6.605000036036037]
177,short_path,lp2,10s,ignore,1,gaus_80,"[5.648026963963965, 3.1330948438438435]","[3.8553590690690713, 2.4111509309309325]","[4.588260332332333, 1.3193931071071108]",4.69721545512179,"[2.662996486486488, 0.040839819819818546]","[2.883678323323325, 0.8691808058058069]","[2.9293895595595583, 1.6266526926926936]",[7.604054138138137],[4.358569711711711],[6.605000036036037]
178,short_path,lp2,10s,ignore,1,gaus_normal,"[5.648026963963965, 3.1330948438438435]","[3.8553590690690713, 2.4111509309309325]","[4.588260332332333, 1.3193931071071108]",4.69721545512179,"[2.662996486486488, 0.040839819819818546]","[2.883678323323325, 0.8691808058058069]","[2.9293895595595583, 1.6266526926926936]",[7.604054138138137],[4.358569711711711],[6.605000036036037]
179,short_path,lp2,10s,ignore,1,gaus_top,"[5.648026963963965, 3.1330948438438435]","[3.8553590690690713, 2.4111509309309325]","[4.588260332332333, 1.3193931071071108]",4.69721545512179,"[2.662996486486488, 0.040839819819818546]","[2.883678323323325, 0.8691808058058069]","[2.9293895595595583, 1.6266526926926936]",[7.604054138138137],[4.358569711711711],[6.605000036036037]
180,short_path,lp2,10s,ignore,3,average,"[6.874662963963956, 1.2842521771771755]","[3.6598084024024082, 2.1000475975975945]","[3.374957332332336, 1.1738778928928861]",4.636476232899567,"[3.2075274174174133, 1.954705885885889]","[2.998123243243243, 0.5585445945945988]","[1.8164377377377365, 0.8894005205205265]",[6.858607309309306],[4.1923276216216205],[4.703265798798799]
181,short_path,lp2,10s,ignore,3,gaus_80,"[6.574387172919083, 1.9192297090593748]","[3.1273008921334675, 1.7330080906029066]","[3.07383371295965, 1.5466661090097553]",4.2585072593374,"[3.173379112639536, 3.01300768948362]","[3.155712905450609, 0.7891566448977179]","[1.7503676498870087, 1.0810947090982517]",[6.5208313641237385],[4.054515061096071],[5.3087959629297155]
182,short_path,lp2,10s,ignore,3,gaus_normal,"[6.746248710723496, 1.6762612804614672]","[3.2724654937013704, 1.902078036341217]","[3.1413461826273252, 1.4240368168900945]",4.386686795684064,"[3.216773349600121, 2.61407899855556]","[3.2188637364076316, 0.5521529172970803]","[1.7503676498870087, 1.0810947090982517]",[6.660618617296973],[4.046893997906879],[4.936774560969956]
183,short_path,lp2,10s,ignore,3,gaus_top,"[5.474697963963959, 2.7997698438438428]","[3.6377869309309316, 1.1354270690690742]","[3.5616193323323326, 0.6938898928928943]",4.224701409075741,"[3.830134474474476, 2.5320688288288293]","[3.811849979979982, 2.780043943943943]","[2.4385109409409425, 1.199302682682683]",[7.021446081081081],[5.964989343343343],[6.004614645645646]
184,short_path,lp2,10s,ignore,6,average,"[7.161322463963968, 2.0997873438438552]","[3.028713069069077, 1.7045019309309353]","[3.490509998998992, 1.6983092262262198]",4.560181844010679,"[2.743575052552554, 1.2631315840840858]","[2.1870324099099063, 0.658542094594597]","[2.703903038038036, 1.2953296446446412]",[7.558309536036035],[3.3212382882882876],[4.731213048048048]
185,short_path,lp2,10s,ignore,6,gaus_80,"[6.37588695127967, 3.15900248759549]","[2.9311902720311, 1.3478318192062353]","[3.544762080874309, 1.7802978753142689]",4.283946434728359,"[3.268111609179115, 2.2524287174534456]","[2.7094843585723463, 1.192407763910213]","[1.9533890331455563, 1.1352567333931305]",[7.285779368484901],[3.2216570677379126],[4.6520343844933265]
186,short_path,lp2,10s,ignore,6,gaus_normal,"[6.785238107058984, 2.7190630744037736]","[2.776818303853384, 1.6145836537056493]","[3.417657044573426, 1.7060495847091621]",4.326571151828598,"[3.8561504825492126, 1.8918369035239742]","[2.7187886815395643, 0.28977464409027065]","[2.1500797050918337, 0.978104921398966]",[7.335312072676968],[3.251096850575473],[4.659163463974375]
187,short_path,lp2,10s,ignore,6,gaus_top,"[6.141347963963963, 3.466419843843847]","[4.771091930930931, 0.002122069069074417]","[3.2949593323323345, 1.653865892892891]",4.7357997424090765,"[3.830134474474476, 2.5320688288288293]","[3.811849979979982, 2.780043943943943]","[1.6730979779779758, 0.34046529529529457]",[8.31222462162162],[5.786268419419419],[5.570110993993994]
188,short_path,lp2,10s,ignore,12,average,"[5.54358513063063, 0.8375966771771743]","[3.469813152402397, 1.8656090142642676]","[4.274934832332334, 1.46720389289289]",4.4294443717884535,"[3.8399940878378365, 1.2357548911411416]","[2.474362563813811, 0.2874302515014948]","[3.6594347047047058, 1.9842013113113068]",[6.619554226726725],[3.7098071524024023],[6.609431023023023]
189,short_path,lp2,10s,ignore,12,gaus_80,"[4.107839696210215, 2.0252896042121558]","[3.022422592660593, 1.3793175041044663]","[4.556244329550951, 1.6348241937322079]",3.8955022061405864,"[3.311066834285788, 0.5259882509904195]","[1.7314087872623127, 1.1430469788669726]","[2.5826832434936575, 1.027007080960526]",[5.477229920191358],[3.2269826373675086],[7.029881172669015]
190,short_path,lp2,10s,ignore,12,gaus_normal,"[4.295756847578898, 1.9072887422936766]","[3.1062902811257964, 1.841627370667735]","[4.56017283928421, 1.509098033177907]",3.9874066559963013,"[3.9677258235774646, 0.19396829602206211]","[2.312508905668121, 1.7396984053288878]","[3.135319451437635, 1.52616250301386]",[5.817539661862118],[3.342042841151134],[7.118683609899435]
191,short_path,lp2,10s,ignore,12,gaus_top,"[3.573083843843843, 1.4214659639639646]","[3.4111259309309325, 0.4021120690690705]","[4.774922332332333, 1.2938748928928925]",3.9197107023690365,"[3.4453593093093082, 1.140311831831831]","[3.036694184184184, 0.49861949949949946]","[1.6730979779779758, 0.34046529529529457]",[5.6990366996996995],[4.413409848848849],[7.199419609609609]
192,short_path,lp2_n85,3s,penalty,1,average,"[14.623858618618618, 5.692794526796257]","[11.671816972722723, 3.5279346412594266]","[12.76472258233233, 8.110959684193885]",13.020132724557891,"[11.42385854054054, 8.71475306312854]","[8.666129687687686, 6.320729184386744]","[11.241894454454455, 9.92459729804525]",[18.561775516916917],[15.557073414681344],[16.464388735902567]
193,short_path,lp2_n85,3s,penalty,1,gaus_80,"[14.640294644144143, 5.644514521443442]","[10.850044613530196, 3.1770085809456106]","[10.954078271104436, 6.089417182883773]",12.14813917625959,"[9.654346556556556, 0.8272861513681219]","[8.666129687687686, 6.320729184386744]","[8.011856199532867, 3.3332210713607453]",[16.335599607807808],[14.269720436369704],[11.918979517784452]
194,short_path,lp2_n85,3s,penalty,1,gaus_normal,"[14.640294644144143, 5.644514521443442]","[10.850044613530196, 3.1770085809456106]","[10.954078271104436, 6.089417182883773]",12.14813917625959,"[9.654346556556556, 0.8272861513681219]","[8.666129687687686, 6.320729184386744]","[8.011856199532867, 3.3332210713607453]",[16.335599607807808],[14.269720436369704],[11.918979517784452]
195,short_path,lp2_n85,3s,penalty,1,gaus_top,"[14.640294644144143, 5.644514521443442]","[10.850044613530196, 3.1770085809456106]","[10.954078271104436, 6.089417182883773]",12.14813917625959,"[9.654346556556556, 0.8272861513681219]","[8.666129687687686, 6.320729184386744]","[8.011856199532867, 3.3332210713607453]",[16.335599607807808],[14.269720436369704],[11.918979517784452]
196,short_path,lp2_n85,3s,penalty,3,average,"[15.543835618618616, 5.01616902412649]","[10.463558891641645, 3.9764732782458707]","[12.54936371329663, 7.036540634680434]",12.85225274118563,"[10.374275171171172, 8.316556604553073]","[9.065719297297296, 5.242998986981253]","[9.004806572572573, 4.407142815172788]",[18.21422064244244],[13.011382415015015],[16.274964931965297]
197,short_path,lp2_n85,3s,penalty,3,gaus_80,"[15.597797844429387, 4.555620574007906]","[9.613151497430318, 3.907372805530119]","[10.123669151968082, 5.61007758927979]",11.77820616460926,"[10.124541239872304, 3.957149872175747]","[9.750360195217716, 7.817567219677287]","[4.496714307609198, 2.3519901435019612]",[15.563336743296867],[11.529946558178784],[11.094489643175748]
198,short_path,lp2_n85,3s,penalty,3,gaus_normal,"[15.640367727002845, 4.552331952176922]","[9.478314096180037, 3.768945303434135]","[10.100644477774145, 5.584869080183813]",11.739775433652342,"[10.12454123987231, 3.957149872175744]","[9.359174803969669, 5.014581215399538]","[4.496714307609198, 2.3519901435019612]",[15.555797576858145],[11.384185914042941],[11.15368196209306]
199,short_path,lp2_n85,3s,penalty,3,gaus_top,"[14.579431968218222, 4.59488873311108]","[7.838299199449452, 4.699911682977236]","[10.010554979562894, 7.048887925059891]",10.809428715743522,"[7.016975055055053, 2.9041133639496444]","[7.508120600600601, 4.552453744843445]","[7.103236940273606, 4.552500021354167]",[15.39705517077077],[11.483512259926593],[10.81453732639306]
200,short_path,lp2_n85,3s,penalty,6,average,"[15.139771646396392, 6.598480886229498]","[11.031322474974976, 3.5920224107560976]","[13.217988972555885, 6.499578357150946]",13.129694364642418,"[9.783178837837836, 7.9851451353201]","[5.708032137137139, 1.5851113173181792]","[7.665247136136135, 3.2865755704944832]",[17.154875755355356],[12.250453379546212],[15.934032292108776]
201,short_path,lp2_n85,3s,penalty,6,gaus_80,"[14.475566058874165, 3.9445932904254084]","[8.963708818162505, 3.6553145049025018]","[10.229480427308543, 5.82504393629647]",11.222918434781738,"[9.962528158378634, 9.285755898827722]","[8.567559919328124, 5.102157029173179]","[7.2399909254391135, 1.3240594217339414]",[14.586526466329698],[10.958813200797566],[11.555830684801725]
202,short_path,lp2_n85,3s,penalty,6,gaus_normal,"[14.749771648258031, 3.9511431370495314]","[9.362340893700834, 3.203516551345279]","[10.356960753346778, 5.379593220229112]",11.489691098435214,"[9.97901756233825, 8.575211136013591]","[8.125052948756695, 5.8129532860299955]","[6.9879685068136315, 2.907626243954061]",[14.734639021654251],[11.139238022343758],[11.58578028574086]
203,short_path,lp2_n85,3s,penalty,6,gaus_top,"[15.440671697947947, 6.178544390699463]","[8.720097863530198, 4.421445440262788]","[8.91576753511845, 6.261087467068614]",11.0255123655322,"[11.972713687687689, 9.595493450038132]","[8.361432600600601, 4.428027943370219]","[5.377554357691025, 3.285102626730803]",[18.729256147947947],[11.8738688671338],[10.16855814761428]
204,short_path,lp2_n85,3s,penalty,12,average,"[16.443407723348347, 9.923437549188886]","[12.12203594719719, 4.514510592154323]","[16.13754144071154, 6.7878621642265005]",14.900995037085693,"[8.505573141141141, 8.412960435001354]","[9.643963099099098, 6.45401527086114]","[8.528822476476478, 4.010231187232326]",[15.461265110360362],[13.179491214080745],[19.76965767590924]
205,short_path,lp2_n85,3s,penalty,12,gaus_80,"[12.390103719116441, 5.641728547819528]","[8.959900851800718, 3.973147319246597]","[11.017755172763557, 6.349958331342085]",10.789253247893571,"[8.652021682625731, 8.400943641868936]","[9.086814575368985, 4.796502353175373]","[9.175661081909249, 4.9062091632569915]",[14.089621740606436],[10.631570983272479],[12.879455791166311]
206,short_path,lp2_n85,3s,penalty,12,gaus_normal,"[11.967571400952828, 6.004753848736432]","[9.28387337561729, 3.6142106113453005]","[11.006165269087148, 5.913436109037558]",10.752536681885756,"[8.88010257638929, 8.588061427041156]","[8.648774876344428, 5.471464087947704]","[8.856647094707787, 3.9739326489571387]",[13.479789691310183],[10.828203691943855],[12.846210223849415]
207,short_path,lp2_n85,3s,penalty,12,gaus_top,"[14.046368885385386, 5.234911532713865]","[8.422964818234902, 5.18180376606618]","[10.809637437771103, 7.946936556538601]",11.092990380463796,"[8.891602862862863, 4.325354316185637]","[6.806636636636641, 4.926403363363361]","[6.86060926126126, 4.95774284377802]",[16.107611980980984],[10.027650981915249],[12.229207330797465]
208,short_path,lp2_n85,3s,ignore,1,average,"[13.755645422922925, 6.057798809969821]","[8.588130303053054, 3.440071262188873]","[14.243037308558558, 3.3301567481517735]",12.195604344844845,"[11.1164387987988, 6.239575220561832]","[8.756849252585917, 4.7082501838309]","[11.911324943276611, 7.384557044752643]",[18.344358196396396],[11.711047000734068],[17.978590452819486]
209,short_path,lp2_n85,3s,ignore,1,gaus_80,"[13.755645422922925, 6.057798809969821]","[8.588130303053054, 3.440071262188873]","[14.243037308558558, 3.3301567481517735]",12.195604344844845,"[11.1164387987988, 6.239575220561832]","[8.756849252585917, 4.7082501838309]","[11.911324943276611, 7.384557044752643]",[18.344358196396396],[11.711047000734068],[17.978590452819486]
210,short_path,lp2_n85,3s,ignore,1,gaus_normal,"[13.755645422922925, 6.057798809969821]","[8.588130303053054, 3.440071262188873]","[14.243037308558558, 3.3301567481517735]",12.195604344844845,"[11.1164387987988, 6.239575220561832]","[8.756849252585917, 4.7082501838309]","[11.911324943276611, 7.384557044752643]",[18.344358196396396],[11.711047000734068],[17.978590452819486]
211,short_path,lp2_n85,3s,ignore,1,gaus_top,"[13.755645422922925, 6.057798809969821]","[8.588130303053054, 3.440071262188873]","[14.243037308558558, 3.3301567481517735]",12.195604344844845,"[11.1164387987988, 6.239575220561832]","[8.756849252585917, 4.7082501838309]","[11.911324943276611, 7.384557044752643]",[18.344358196396396],[11.711047000734068],[17.978590452819486]
212,short_path,lp2_n85,3s,ignore,3,average,"[12.200429049049047, 4.816678366184655]","[9.35036238680347, 5.612080596458126]","[12.27666671596596, 2.824648117523172]",11.275819383939492,"[11.4404347027027, 6.551318041363936]","[9.57538957157157, 4.338668915382535]","[7.778628797130462, 4.572475975061534]",[14.744071829429426],[13.411553925325325],[14.980189605572239]
213,short_path,lp2_n85,3s,ignore,3,gaus_80,"[11.841604777281987, 4.392485309194011]","[9.067479038260139, 6.386643954757688]","[10.92775650370586, 4.831763024509198]",10.612280106415994,"[10.344019119468966, 8.538882514656427]","[9.484470188287595, 4.48755548308596]","[5.575833327843527, 3.009771581812342]",[14.61295540069776],[13.529172324764598],[14.690231551545946]
214,short_path,lp2_n85,3s,ignore,3,gaus_normal,"[11.933221787309193, 4.417011989269597]","[9.328379503901404, 6.210397111869193]","[11.374963954776534, 4.1064268115207065]",10.87885508199571,"[11.022157181011536, 6.394322863324856]","[9.484470188287592, 4.487555483085958]","[6.539022096722135, 3.3020505047501314]",[14.543192566971953],[13.691158641137003],[14.795068763283172]
215,short_path,lp2_n85,3s,ignore,3,gaus_top,"[10.336665167167167, 3.5484241463871955]","[10.355632549716384, 8.791102535787905]","[9.61607479621288, 7.168191174701791]",10.10279083769881,"[7.924526606606605, 4.950646873551632]","[9.457354484484487, 5.255528949616737]","[6.320206800133467, 1.9844347960443094]",[13.993871032032033],[17.50690521488155],[16.71486362168835]
216,short_path,lp2_n85,3s,ignore,6,average,"[13.612245604604603, 5.749230973369891]","[8.707713566316313, 4.0184727659886335]","[11.241507410410406, 3.516660811317654]",11.187155527110441,"[11.413128078078076, 6.947428362988307]","[6.335056834834835, 2.456370876618185]","[8.113299553720386, 5.742229575449701]",[15.271917158158157],[11.030680070837501],[13.209584110944277]
217,short_path,lp2_n85,3s,ignore,6,gaus_80,"[13.374478709140169, 5.689776713630526]","[8.205720536978836, 3.865667488711857]","[9.596938599921108, 5.974359138552741]",10.392379282013371,"[10.183098578924126, 6.804628574014549]","[5.953719360091773, 2.532507496204441]","[7.479335762818582, 4.330906859810198]",[14.822295193236936],[10.773377176483127],[13.103960170497192]
218,short_path,lp2_n85,3s,ignore,6,gaus_normal,"[13.433854718759383, 5.712806448685985]","[8.728858759942014, 4.057627984676598]","[10.132543827844323, 5.076102797754966]",10.765085768848573,"[10.358999170822885, 6.842083088581982]","[6.0973736885714525, 2.3182963853557568]","[7.243170266237115, 4.403977382281212]",[14.807141681419079],[11.142944678834414],[12.950472394174977]
219,short_path,lp2_n85,3s,ignore,6,gaus_top,"[11.045476275275275, 4.8944216894542825]","[9.267244678345014, 5.542426332771348]","[9.641025790707374, 6.9997600568851]",9.984582248109222,"[8.03967888288288, 4.547440035072532]","[8.441670834834834, 4.424007177342266]","[6.6555559959959965, 3.044142439871589]",[14.373019377577577],[16.058816848982318],[12.619139969069069]
220,short_path,lp2_n85,3s,ignore,12,average,"[12.87040228928929, 5.901674271914968]","[8.72836119826076, 3.165303699390055]","[10.881516410410407, 4.075445579582494]",10.826759965986819,"[10.344906536036035, 7.029760889410497]","[5.863577130630633, 4.276029641712283]","[8.799362926676674, 3.901544734882961]",[14.828207864114114],[10.374916685552218],[13.387834464939937]
221,short_path,lp2_n85,3s,ignore,12,gaus_80,"[12.849524226317328, 6.442503951670786]","[8.048048401702843, 2.5709689638729913]","[10.576076303439288, 6.9595319633407025]",10.491216310486486,"[9.472062024457149, 5.185158327803284]","[4.73030078320978, 1.9420734618244702]","[6.989805576794367, 6.4500626583069955]",[14.762875061684406],[9.356227637291815],[13.677016927298803]
222,short_path,lp2_n85,3s,ignore,12,gaus_normal,"[12.785131028161919, 6.250374652091085]","[8.472264114739643, 2.7080803629943277]","[10.47526193633494, 6.064830967892712]",10.577552359745502,"[10.263705309070847, 4.874270330735429]","[5.064390381488926, 2.6054485650129964]","[7.525920526460905, 5.299435831037303]",[14.717982596627673],[9.784340626718734],[13.454104905909745]
223,short_path,lp2_n85,3s,ignore,12,gaus_top,"[14.43030323073073, 9.561906596811557]","[8.932334799716383, 5.064732898436441]","[14.09014823798799, 8.862625696400935]",12.484262089478369,"[12.585150828828828, 7.681153838225675]","[5.6513101651651665, 2.9561364989671555]","[9.09993932932933, 5.829306396423157]",[16.69783813253253],[12.82647857370704],[17.84083658388388]
224,short_path,lp2_n85,5s,penalty,1,average,"[11.836681052552551, 5.133921188617023]","[7.903317593968968, 2.579898641914575]","[12.274990081206207, 8.504801519266458]",10.671662909242576,"[12.440730015015019, 5.373496403788582]","[8.80518527027027, 6.843689428870948]","[11.165486621621621, 11.378525966635058]",[15.475448939939941],[11.440541473473473],[15.962305859526193]
225,short_path,lp2_n85,5s,penalty,1,gaus_80,"[10.025445053303303, 5.683791434666332]","[7.903317593968968, 2.579898641914575]","[10.900339763638643, 4.793784672932125]",9.60970080363697,"[9.56479257257257, 2.341456628149269]","[8.80518527027027, 6.843689428870948]","[8.5955809009009, 3.111433723723724]",[13.863810886886887],[11.440541473473473],[11.60599612912913]
226,short_path,lp2_n85,5s,penalty,1,gaus_normal,"[10.025445053303303, 5.683791434666332]","[7.903317593968968, 2.579898641914575]","[10.900339763638643, 4.793784672932125]",9.60970080363697,"[9.56479257257257, 2.341456628149269]","[8.80518527027027, 6.843689428870948]","[8.5955809009009, 3.111433723723724]",[13.863810886886887],[11.440541473473473],[11.60599612912913]
227,short_path,lp2_n85,5s,penalty,1,gaus_top,"[10.025445053303303, 5.683791434666332]","[7.903317593968968, 2.579898641914575]","[10.900339763638643, 4.793784672932125]",9.60970080363697,"[9.56479257257257, 2.341456628149269]","[8.80518527027027, 6.843689428870948]","[8.5955809009009, 3.111433723723724]",[13.863810886886887],[11.440541473473473],[11.60599612912913]
228,short_path,lp2_n85,5s,penalty,3,average,"[10.75893021921922, 4.992698095519974]","[6.011698218968966, 2.159777295834092]","[10.821137539539544, 7.803677646090753]",9.197255325909245,"[9.318585848348347, 5.412265882532673]","[5.316383603603599, 2.678923349390186]","[8.321113288288288, 5.2456303422821895]",[13.449213310810809],[7.991385128628627],[14.818850963129796]
229,short_path,lp2_n85,5s,penalty,3,gaus_80,"[8.291010064535438, 5.305505400787415]","[5.94014175900235, 2.3224479943770855]","[9.107297749582695, 3.999241142989711]",7.779483191040161,"[7.89925316771627, 2.2525793510291634]","[5.060147850559413, 2.6269002019799275]","[4.167189901063439, 0.678939955770901]",[11.505873624673685],[7.7815265561005065],[9.58441498315767]
230,short_path,lp2_n85,5s,penalty,3,gaus_normal,"[8.384407297276919, 5.184525018661206]","[5.945532480765285, 2.3272332255214567]","[9.201374752971631, 3.871922823540825]",7.843771510337945,"[7.899253167716272, 2.252579351029162]","[5.060147850559422, 2.6269002019799412]","[4.167189901063439, 0.678939955770901]",[11.457435827525977],[7.786917277863445],[9.68476378677253]
231,short_path,lp2_n85,5s,penalty,3,gaus_top,"[6.603863928303305, 4.499638116482861]","[5.472554207082083, 2.3445576481134256]","[9.416321142642643, 5.700897204135858]",7.164246426009345,"[7.858762484984988, 3.817891819357593]","[5.716106676676677, 3.10774729307901]","[6.931158048048048, 4.775856576576577]",[11.717845184684682],[7.135417205705707],[9.182315203370035]
232,short_path,lp2_n85,5s,penalty,6,average,"[10.425605219219218, 5.206635732782732]","[7.757487906468965, 1.2808375826219314]","[12.305822643706202, 6.972966934166077]",10.16297192313146,"[9.941893588588584, 10.72408998845116]","[5.082805859609609, 1.4362419334797139]","[5.110482845345348, 3.3370950117813596]",[12.845304484984984],[8.11541606181181],[14.663408291624958]
