,x,y,x_pf,y_pf,time,av_time
0,361,214,361.00348108779997,213.37301039465692,2021-04-08 18:44:00,2021-04-08 18:44:02.500000000
1,330,246,347.539477252638,225.81012356399276,2021-04-08 18:44:05,2021-04-08 18:44:08.250000000
2,388,193,367.69744749014995,208.62602650786386,2021-04-08 18:44:10,2021-04-08 18:44:11.000000000
3,330,246,352.65982282243715,224.9904846431355,2021-04-08 18:44:15,2021-04-08 18:44:17.250000000
4,365,221,360.1118518784582,223.0268863913413,2021-04-08 18:44:20,2021-04-08 18:44:21.000000000
5,531,172,424.80136187008236,199.1173940152469,2021-04-08 18:44:25,2021-04-08 18:44:27.500000000
6,372,212,399.57752803044315,204.8490452764359,2021-04-08 18:44:30,2021-04-08 18:44:31.541666688
7,573,196,494.630521274535,197.46590207242005,2021-04-08 18:44:35,2021-04-08 18:44:38.500000000
8,385,217,434.28611924727204,201.11085570534772,2021-04-08 18:44:40,2021-04-08 18:44:42.833333333
9,537,176,487.4536132286725,189.83086255100793,2021-04-08 18:44:45,2021-04-08 18:44:46.916666752
10,430,193,459.05597223814544,190.160745320658,2021-04-08 18:44:50,2021-04-08 18:44:50.500000000
11,517,171,490.31669849207367,179.47671094672762,2021-04-08 18:44:55,2021-04-08 18:44:57.666666688
12,541,159,514.0215697210288,168.4886534801904,2021-04-08 18:45:00,2021-04-08 18:45:01.833333333
13,511,159,511.9180566980839,161.22398439268753,2021-04-08 18:45:05,2021-04-08 18:45:07.300000000
14,526,174,518.807936002074,167.53901311363444,2021-04-08 18:45:10,2021-04-08 18:45:11.750000043
15,511,167,513.898953802516,166.09423877355323,2021-04-08 18:45:15,2021-04-08 18:45:15.750000000
16,512,159,512.6291329018211,159.46031290164797,2021-04-08 18:45:20,2021-04-08 18:45:22.000000000
17,517,158,515.8627825949686,157.51553763351092,2021-04-08 18:45:25,2021-04-08 18:45:28.000000000
18,502,165,509.6173075397792,159.59682826679705,2021-04-08 18:45:30,2021-04-08 18:45:30.250000000
19,522,160,514.0163852528912,159.0428212735017,2021-04-08 18:45:35,2021-04-08 18:45:37.500000000
20,508,187,512.2238676676225,173.1151849890646,2021-04-08 18:45:40,2021-04-08 18:45:43.500000000
21,480,172,496.1732283577628,173.28218056685978,2021-04-08 18:45:45,2021-04-08 18:45:47.500000000
22,484,163,489.29351274002056,167.60558359856802,2021-04-08 18:45:50,2021-04-08 18:45:51.500000000
23,365,225,429.3629938622112,197.10161382921942,2021-04-08 18:45:55,2021-04-08 18:45:57.000000000
24,366,209,396.2702382249393,203.89876503247376,2021-04-08 18:46:00,2021-04-08 18:46:02.250000000
25,374,202,382.8912913156416,202.86785683277924,2021-04-08 18:46:05,2021-04-08 18:46:06.999999744
26,365,221,372.8297837701581,211.68148703661262,2021-04-08 18:46:10,2021-04-08 18:46:11.500000000
27,391,197,380.5729467227979,201.99180327360136,2021-04-08 18:46:15,2021-04-08 18:46:17.000000000
28,331,246,356.0020190635016,222.21431175833806,2021-04-08 18:46:25,2021-04-08 18:46:26.000000000
29,383,191,369.7007160870845,206.5059975534523,2021-04-08 18:46:30,2021-04-08 18:46:31.666666667
30,559,168,455.93172500581306,190.79834120675918,2021-04-08 18:46:35,2021-04-08 18:46:35.666666667
31,414,176,438.2540900450825,183.4470254439259,2021-04-08 18:46:40,2021-04-08 18:46:42.000000000
32,402,182,419.7082698984145,181.7755179145583,2021-04-08 18:46:45,2021-04-08 18:46:46.444444416
33,419,181,417.7836829958786,179.13686805264246,2021-04-08 18:46:50,2021-04-08 18:46:52.500000051
34,412,178,413.8618737511616,176.65639027967518,2021-04-08 18:46:55,2021-04-08 18:46:57.819444437
59,364,232,366.9201542871524,230.70388209118497,2021-04-08 18:48:00,2021-04-08 18:48:02.166666752
60,357,245,362.9704060545527,233.40802463649393,2021-04-08 18:48:05,2021-04-08 18:48:07.416666624
