,id,time,mac,btmac,major,minor,rssi,date,meas_time
0,1617896648,2021-04-08 18:44:00,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-71,2021-04-08,2021-04-08 18:44:00
1,1617896648,2021-04-08 18:44:03,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-87,2021-04-08,2021-04-08 18:44:03
2,1617896654,2021-04-08 18:44:03,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68,2021-04-08,2021-04-08 18:44:05
3,1617896660,2021-04-08 18:44:06,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-79.0,2021-04-08,2021-04-08 18:44:08
4,1617896660,2021-04-08 18:44:06,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68.5,2021-04-08,2021-04-08 18:44:06.500000
5,1617896660,2021-04-08 18:44:09,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-72,2021-04-08,2021-04-08 18:44:09
6,1617896660,2021-04-08 18:44:09,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67,2021-04-08,2021-04-08 18:44:10
7,1617896660,2021-04-08 18:44:12,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-69.5,2021-04-08,2021-04-08 18:44:13.500000
8,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-75,2021-04-08,2021-04-08 18:44:16
9,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-68,2021-04-08,2021-04-08 18:44:16
10,1617896666,2021-04-08 18:44:15,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-84,2021-04-08,2021-04-08 18:44:16
11,1617896666,2021-04-08 18:44:18,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-69.5,2021-04-08,2021-04-08 18:44:19.500000
12,1617896666,2021-04-08 18:44:18,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-81.0,2021-04-08,2021-04-08 18:44:20
13,1617896666,2021-04-08 18:44:18,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-85.0,2021-04-08,2021-04-08 18:44:18
14,1617896672,2021-04-08 18:44:21,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-64,2021-04-08,2021-04-08 18:44:23
15,1617896672,2021-04-08 18:44:21,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-70,2021-04-08,2021-04-08 18:44:23
16,1617896666,2021-04-08 18:44:21,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-86,2021-04-08,2021-04-08 18:44:21.500000
17,1617896672,2021-04-08 18:44:24,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-74.0,2021-04-08,2021-04-08 18:44:26
18,1617896672,2021-04-08 18:44:24,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67.0,2021-04-08,2021-04-08 18:44:25.500000
19,1617896672,2021-04-08 18:44:24,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-80.5,2021-04-08,2021-04-08 18:44:24.500000
20,1617896672,2021-04-08 18:44:27,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-76,2021-04-08,2021-04-08 18:44:27
21,1617896678,2021-04-08 18:44:27,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-67,2021-04-08,2021-04-08 18:44:28
22,1617896678,2021-04-08 18:44:27,50:d4:f7:b9:a6:de,60D6133BC7FF,1239,2160,-84,2021-04-08,2021-04-08 18:44:27.500000
23,1617896678,2021-04-08 18:44:27,50:d4:f7:b9:b1:aa,60D6133BC7FF,1239,2160,-83,2021-04-08,2021-04-08 18:44:27
24,1617896678,2021-04-08 18:44:30,50:d4:f7:b9:c0:c2,60D6133BC7FF,1239,2160,-74,2021-04-08,2021-04-08 18:44:31
25,1617896678,2021-04-08 18:44:30,50:d4:f7:b9:c4:44,60D6133BC7FF,1239,2160,-64,2021-04-08,2021-04-08 18:44:30
