,error,time,path,n_og
135,"[11.688262590934686, 7.216283000535959, 374.02440290990995]",2021-04-08 18:44:08.387096774,path1,"[(317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (324, 251), (330, 245), (337, 239), (345, 231), (354, 223), (361, 215), (366, 209), (373, 202), (379, 194), (385, 189), (391, 185), (398, 181), (408, 179), (420, 179), (433, 177), (445, 178), (459, 179), (474, 178), (487, 178), (495, 177), (507, 176), (516, 172), (520, 168), (521, 163), (521, 158), (517, 154), (503, 151), (493, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151)]"
136,"[4.625796931431429, 3.2179857386759463, 92.51593862862859]",2021-04-08 18:52:35.555555555,path2,"[(491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (490, 177), (480, 176), (471, 174), (468, 171), (466, 164), (466, 159), (472, 153), (486, 149), (493, 151), (501, 151), (512, 153), (518, 157), (519, 164), (516, 171), (509, 177), (501, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177)]"
137,"[8.711177151729855, 6.190982784955334, 278.75766885535535]",2021-04-08 18:48:10.303030303,path3,"[(402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (401, 234), (399, 231), (395, 228), (391, 224), (388, 222), (384, 217), (381, 214), (380, 210), (378, 204), (381, 194), (386, 189), (393, 184), (400, 181), (408, 181), (418, 180), (426, 180), (431, 179), (439, 177), (446, 177), (454, 173), (460, 168), (462, 161), (460, 154), (454, 152), (447, 152), (438, 151), (430, 151), (421, 150), (415, 150), (409, 150), (402, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150)]"
138,"[11.831644885232258, 6.888548009699605, 378.61263632743226]",2021-04-08 18:44:10.322580645,path1,"[(317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (324, 251), (330, 245), (337, 239), (345, 231), (354, 223), (361, 215), (366, 209), (373, 202), (379, 194), (385, 189), (391, 185), (398, 181), (408, 179), (420, 179), (433, 177), (445, 178), (459, 179), (474, 178), (487, 178), (495, 177), (507, 176), (516, 172), (520, 168), (521, 163), (521, 158), (517, 154), (503, 151), (493, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151)]"
139,"[4.979170641327103, 2.224177251190078, 99.58341282654207]",2021-04-08 18:52:35.555555555,path2,"[(491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (490, 177), (480, 176), (471, 174), (468, 171), (466, 164), (466, 159), (472, 153), (486, 149), (493, 151), (501, 151), (512, 153), (518, 157), (519, 164), (516, 171), (509, 177), (501, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177)]"
140,"[8.546279597278271, 5.177745349612286, 273.4809471129047]",2021-04-08 18:48:46.060606060,path3,"[(402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (401, 234), (399, 231), (395, 228), (391, 224), (388, 222), (384, 217), (381, 214), (380, 210), (378, 204), (381, 194), (386, 189), (393, 184), (400, 181), (408, 181), (418, 180), (426, 180), (431, 179), (439, 177), (446, 177), (454, 173), (460, 168), (462, 161), (460, 154), (454, 152), (447, 152), (438, 151), (430, 151), (421, 150), (415, 150), (409, 150), (402, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150)]"
141,"[11.688262590934686, 7.216283000535959, 374.02440290990995]",2021-04-08 18:44:08.387096774,path1,"[(317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (324, 251), (330, 245), (337, 239), (345, 231), (354, 223), (361, 215), (366, 209), (373, 202), (379, 194), (385, 189), (391, 185), (398, 181), (408, 179), (420, 179), (433, 177), (445, 178), (459, 179), (474, 178), (487, 178), (495, 177), (507, 176), (516, 172), (520, 168), (521, 163), (521, 158), (517, 154), (503, 151), (493, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151)]"
142,"[4.625796931431429, 3.2179857386759463, 92.51593862862859]",2021-04-08 18:52:35.555555555,path2,"[(491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (490, 177), (480, 176), (471, 174), (468, 171), (466, 164), (466, 159), (472, 153), (486, 149), (493, 151), (501, 151), (512, 153), (518, 157), (519, 164), (516, 171), (509, 177), (501, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177)]"
143,"[8.711177151729855, 6.190982784955334, 278.75766885535535]",2021-04-08 18:48:10.303030303,path3,"[(402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (402, 235), (401, 234), (399, 231), (395, 228), (391, 224), (388, 222), (384, 217), (381, 214), (380, 210), (378, 204), (381, 194), (386, 189), (393, 184), (400, 181), (408, 181), (418, 180), (426, 180), (431, 179), (439, 177), (446, 177), (454, 173), (460, 168), (462, 161), (460, 154), (454, 152), (447, 152), (438, 151), (430, 151), (421, 150), (415, 150), (409, 150), (402, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150), (397, 150)]"
144,"[12.13640224635573, 8.695941271334448, 388.3648718833834]",2021-04-08 18:44:13.548387096,path1,"[(317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (317, 261), (324, 251), (330, 245), (337, 239), (345, 231), (354, 223), (361, 215), (366, 209), (373, 202), (379, 194), (385, 189), (391, 185), (398, 181), (408, 179), (420, 179), (433, 177), (445, 178), (459, 179), (474, 178), (487, 178), (495, 177), (507, 176), (516, 172), (520, 168), (521, 163), (521, 158), (517, 154), (503, 151), (493, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151), (489, 151)]"
145,"[2.320219604004003, 1.4418591071915678, 46.404392080080065]",2021-04-08 18:52:34.444444444,path2,"[(491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (491, 177), (490, 177), (480, 176), (471, 174), (468, 171), (466, 164), (466, 159), (472, 153), (486, 149), (493, 151), (501, 151), (512, 153), (518, 157), (519, 164), (516, 171), (509, 177), (501, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177), (492, 177)]"
