,x,y,x_pf,y_pf,time,av_time
0,375,209,374.6300163998619,209.7848468391922,2021-04-08 18:44:00,2021-04-08 18:44:11.357142784
1,347,233,343.7173904854167,223.1353681701794,2021-04-08 18:44:20,2021-04-08 18:44:29.820000000
2,418,177,406.5181773648433,192.23231097836697,2021-04-08 18:44:40,2021-04-08 18:44:50.754629632
3,506,156,485.74380456685367,151.2053357917498,2021-04-08 18:45:00,2021-04-08 18:45:09.695000013
4,505,158,494.7085400915332,143.16292192876102,2021-04-08 18:45:20,2021-04-08 18:45:30.819444395
5,397,189,422.3995335281676,184.54195353428088,2021-04-08 18:45:40,2021-04-08 18:45:51.291666624
6,358,227,361.72108877762577,216.85266519605358,2021-04-08 18:46:00,2021-04-08 18:46:12.100000000
7,340,238,344.158170499975,228.29405129834427,2021-04-08 18:46:20,2021-04-08 18:46:31.634920667
8,389,190,378.1616958543465,200.73193798365554,2021-04-08 18:46:40,2021-04-08 18:46:50.226190482
15,393,220,386.26903699390425,216.57087701619267,2021-04-08 18:48:00,2021-04-08 18:48:11.000000000
16,394,195,385.9260284981475,197.57567351717483,2021-04-08 18:48:20,2021-04-08 18:48:29.775000013
17,442,175,437.4755778939017,187.5492786986469,2021-04-08 18:48:40,2021-04-08 18:48:53.950000000
18,396,177,407.35389044052505,189.29813144305413,2021-04-08 18:49:00,2021-04-08 18:49:10.366666650
19,388,177,396.5731822470642,191.8168436222353,2021-04-08 18:49:20,2021-04-08 18:49:29.599999936
20,390,178,392.6803658737386,195.10524730352608,2021-04-08 18:49:40,2021-04-08 18:49:49.227777792
21,389,193,385.5689524227505,198.90268923349768,2021-04-08 18:50:00,2021-04-08 18:50:12.900000000
22,487,171,464.75951557082305,179.0508774802072,2021-04-08 18:50:20,2021-04-08 18:50:27.642857088
23,412,182,420.4854008282026,185.2052157697172,2021-04-08 18:50:40,2021-04-08 18:50:51.970238080
9,489,172,486.9815875856441,174.66612374969702,2021-04-08 18:52:00,2021-04-08 18:52:07.504365056
10,488,173,489.3175249171304,177.8505946048587,2021-04-08 18:52:20,2021-04-08 18:52:29.435714304
11,485,164,499.4006974060771,145.71353089135573,2021-04-08 18:52:40,2021-04-08 18:52:49.295669888
12,494,170,493.3690203447259,175.29348362643498,2021-04-08 18:53:00,2021-04-08 18:53:10.324999987
13,490,167,496.591217266277,145.4428615127486,2021-04-08 18:53:20,2021-04-08 18:53:29.572222165
14,485,168,475.3227595108139,175.7062434515624,2021-04-08 18:53:40,2021-04-08 18:53:49.197619046
