,x,y,x_pf,y_pf,time,av_time
0,353,213,355.7522953012831,213.61516108361775,2021-04-08 18:44:00,2021-04-08 18:44:10.750000000
1,382,196,375.9350430739734,203.0181697322878,2021-04-08 18:44:20,2021-04-08 18:44:30.385416704
2,413,178,408.7806429353634,191.1878452978013,2021-04-08 18:44:40,2021-04-08 18:44:51.131111117
3,517,157,496.014945773675,161.36183211854,2021-04-08 18:45:00,2021-04-08 18:45:09.713333248
4,509,157,507.11336729495883,148.4891559376066,2021-04-08 18:45:20,2021-04-08 18:45:27.416666688
5,420,176,444.91537947432084,179.88903261324532,2021-04-08 18:45:40,2021-04-08 18:45:50.283333291
6,377,204,386.8286764651586,203.07946250002095,2021-04-08 18:46:00,2021-04-08 18:46:09.106060629
7,383,195,380.5204793924408,201.05940870330426,2021-04-08 18:46:20,2021-04-08 18:46:32.541666688
8,414,178,414.2316562115392,188.02269501378802,2021-04-08 18:46:40,2021-04-08 18:46:53.448809509
15,394,227,387.9255313341193,221.00651621145525,2021-04-08 18:48:00,2021-04-08 18:48:11.083333291
16,601,178,467.8491828715462,180.39913788120577,2021-04-08 18:48:20,2021-04-08 18:48:27.700000000
17,411,183,420.1806751233952,186.70483425412388,2021-04-08 18:48:40,2021-04-08 18:48:52.645833344
18,415,161,411.2860809006787,176.96508017579794,2021-04-08 18:49:00,2021-04-08 18:49:06.815476224
19,394,214,381.8431823786565,211.5623529112643,2021-04-08 18:49:20,2021-04-08 18:49:28.975000064
20,454,157,441.25538907002465,165.07592653111635,2021-04-08 18:49:40,2021-04-08 18:49:47.041666688
21,350,234,369.49515531151866,209.52387737900338,2021-04-08 18:50:00,2021-04-08 18:50:12.722222208
22,394,186,389.59398032368165,196.21871549959354,2021-04-08 18:50:20,2021-04-08 18:50:28.638888875
23,414,179,415.31949449825504,189.22592124040293,2021-04-08 18:50:40,2021-04-08 18:50:53.545454507
9,481,177,478.79191183274804,177.53262633551503,2021-04-08 18:52:00,2021-04-08 18:52:10.088888875
10,477,179,475.98220919718926,176.81978133196594,2021-04-08 18:52:20,2021-04-08 18:52:24.821428480
11,473,165,467.0511266804088,170.76559652694726,2021-04-08 18:52:40,2021-04-08 18:52:46.924999979
12,484,166,471.63421093989723,179.37552130464468,2021-04-08 18:53:00,2021-04-08 18:53:12.668571443
13,489,171,487.0879690117539,178.15199246191833,2021-04-08 18:53:20,2021-04-08 18:53:28.194047590
14,483,169,482.19607078312913,178.9141784469395,2021-04-08 18:53:40,2021-04-08 18:53:48.479166592
