,x,y,x_pf,y_pf,time,av_time
0,336,248,336.2932872887617,242.1785020693791,2021-04-08 18:44:00,2021-04-08 18:44:08.547618987
1,421,181,400.3508020014975,197.1090109858772,2021-04-08 18:44:20,2021-04-08 18:44:27.883333376
2,487,162,474.3310339752861,154.00983406332523,2021-04-08 18:44:40,2021-04-08 18:44:52.008333363
3,514,155,512.2234607004723,152.32304432207093,2021-04-08 18:45:00,2021-04-08 18:45:07.900000000
4,507,156,507.0977642467015,146.57071117141302,2021-04-08 18:45:20,2021-04-08 18:45:28.700000000
5,466,172,471.9346316743078,168.5002835895172,2021-04-08 18:45:40,2021-04-08 18:45:50.120833344
6,350,234,378.98040733223326,203.55979704025182,2021-04-08 18:46:00,2021-04-08 18:46:05.687500032
7,397,182,395.94296161677465,193.1037112443551,2021-04-08 18:46:20,2021-04-08 18:46:30.752840960
8,407,182,408.0078750424676,188.90902147639207,2021-04-08 18:46:40,2021-04-08 18:46:50.085555610
15,365,225,358.87045892809226,222.79562845352544,2021-04-08 18:48:00,2021-04-08 18:48:09.200000000
16,432,175,419.40554746347493,192.29608801594387,2021-04-08 18:48:20,2021-04-08 18:48:27.600000000
17,375,200,378.6824864918026,203.38232530825456,2021-04-08 18:48:40,2021-04-08 18:48:53.472222293
18,414,161,409.3302297704953,179.1310578069204,2021-04-08 18:49:00,2021-04-08 18:49:05.833333376
19,402,171,406.06454954706567,188.00652508807346,2021-04-08 18:49:20,2021-04-08 18:49:28.187499968
20,411,163,414.51621494863497,186.7993169659648,2021-04-08 18:49:40,2021-04-08 18:49:45.783333312
21,401,183,403.232129442762,193.08734685424085,2021-04-08 18:50:00,2021-04-08 18:50:10.937500032
22,412,196,411.61635698189843,187.56924843355415,2021-04-08 18:50:20,2021-04-08 18:50:30.465909120
23,403,186,403.56120075423206,190.7309326722878,2021-04-08 18:50:40,2021-04-08 18:50:50.341666662
9,490,167,493.23415726468954,153.38242617327617,2021-04-08 18:52:00,2021-04-08 18:52:09.040000000
10,485,168,476.560893931157,177.82936477143147,2021-04-08 18:52:20,2021-04-08 18:52:29.951428608
11,472,162,465.84740563816604,167.95103934144055,2021-04-08 18:52:40,2021-04-08 18:52:47.213333299
12,487,165,493.3414554696769,144.81691042308944,2021-04-08 18:53:00,2021-04-08 18:53:08.741666688
13,492,163,497.46509728877976,144.54689533097684,2021-04-08 18:53:20,2021-04-08 18:53:27.017857152
14,488,174,492.69516508943553,174.96934181154091,2021-04-08 18:53:40,2021-04-08 18:53:49.430555520
