,x,y,x_pf,y_pf,time,av_time
0,355,230,356.19844495183554,229.04020864771212,2021-04-08 18:44:00,2021-04-08 18:44:04.111111168
1,372,202,376.9223745239829,214.42146199388415,2021-04-08 18:44:10,2021-04-08 18:44:14.500000000
2,369,212,377.80500829982304,216.82030748119485,2021-04-08 18:44:20,2021-04-08 18:44:25.688095232
3,338,247,346.03487915594656,235.97884892063254,2021-04-08 18:44:30,2021-04-08 18:44:35.800000000
4,395,179,386.3157516021787,198.36232087592776,2021-04-08 18:44:40,2021-04-08 18:44:45.895238107
5,488,167,465.2254046025665,176.82948033529865,2021-04-08 18:44:50,2021-04-08 18:44:54.233333299
6,500,155,506.6238404901559,173.0886120644027,2021-04-08 18:45:00,2021-04-08 18:45:04.966666709
7,485,171,506.16676374415107,179.0759480362637,2021-04-08 18:45:10,2021-04-08 18:45:13.333333350
8,483,169,508.6224777381392,180.2711148434474,2021-04-08 18:45:20,2021-04-08 18:45:22.250000064
9,453,154,490.86305443929723,178.2265945261427,2021-04-08 18:45:30,2021-04-08 18:45:34.916666688
10,487,167,488.08646829285544,181.4335812538564,2021-04-08 18:45:40,2021-04-08 18:45:44.791666688
11,389,172,444.3185550075195,181.23965441990197,2021-04-08 18:45:50,2021-04-08 18:45:54.666666581
12,364,235,357.07299192277077,222.77461620769498,2021-04-08 18:46:00,2021-04-08 18:46:06.750000000
13,328,250,336.78110753835995,244.27067454441206,2021-04-08 18:46:10,2021-04-08 18:46:13.166666752
14,353,227,355.23992857956915,228.80183130463433,2021-04-08 18:46:20,2021-04-08 18:46:24.000000000
15,438,181,417.9636512611942,181.64901075580053,2021-04-08 18:46:30,2021-04-08 18:46:34.253333402
16,353,222,364.6734271917676,218.0143064698539,2021-04-08 18:46:40,2021-04-08 18:46:44.840000000
17,390,185,389.32963147980007,199.39486962403564,2021-04-08 18:46:50,2021-04-08 18:46:52.986111189
30,373,202,372.46740696805955,203.85058467075487,2021-04-08 18:48:00,2021-04-08 18:48:04.142856960
31,391,192,389.1568635108283,204.2487515285099,2021-04-08 18:48:10,2021-04-08 18:48:15.483333376
32,410,180,412.12716195856024,189.18717401627129,2021-04-08 18:48:20,2021-04-08 18:48:24.200000000
33,471,169,469.75703353049903,176.8984948426094,2021-04-08 18:48:30,2021-04-08 18:48:35.666666624
34,376,200,410.1493924778391,189.70323889054117,2021-04-08 18:48:40,2021-04-08 18:48:43.335714253
35,411,177,423.83708375512697,184.2216713733348,2021-04-08 18:48:50,2021-04-08 18:48:55.333333333
36,428,181,446.0903634758274,180.96949111233846,2021-04-08 18:49:00,2021-04-08 18:49:06.033333349
37,420,159,469.7785419841489,172.32609483592265,2021-04-08 18:49:10,2021-04-08 18:49:13.833333350
38,462,154,480.27778309045596,176.38767738268285,2021-04-08 18:49:20,2021-04-08 18:49:26.000000000
39,411,160,473.2665635559386,171.2071630617388,2021-04-08 18:49:30,2021-04-08 18:49:34.658333312
40,473,162,483.21994646692406,178.42226876372663,2021-04-08 18:49:40,2021-04-08 18:49:43.952380928
41,368,211,404.3412171670285,194.6432932814406,2021-04-08 18:49:50,2021-04-08 18:49:53.400000000
42,381,189,393.18876655250654,201.20115387132773,2021-04-08 18:50:00,2021-04-08 18:50:04.500000000
43,388,220,388.37278880126996,217.30392556060266,2021-04-08 18:50:10,2021-04-08 18:50:14.999999744
44,495,178,472.11592630984677,176.54949069125013,2021-04-08 18:50:20,2021-04-08 18:50:23.611111168
45,385,216,387.9641890375193,198.4120704563848,2021-04-08 18:50:30,2021-04-08 18:50:34.624999936
46,406,178,411.4160281169095,187.3842337583029,2021-04-08 18:50:40,2021-04-08 18:50:46.166666624
47,427,162,466.3959133837199,172.5707277327902,2021-04-08 18:50:50,2021-04-08 18:50:55.937500032
18,490,159,491.9071576644053,150.16307843662275,2021-04-08 18:52:00,2021-04-08 18:52:04.450000043
19,496,166,508.89653667353605,153.43992345424846,2021-04-08 18:52:10,2021-04-08 18:52:14.187500032
20,548,171,537.2434681323946,171.9922350934151,2021-04-08 18:52:20,2021-04-08 18:52:24.919642816
21,519,178,541.5187073787138,177.01934533186608,2021-04-08 18:52:30,2021-04-08 18:52:34.723809536
22,525,175,547.9097001493813,177.46401781844213,2021-04-08 18:52:40,2021-04-08 18:52:43.283333376
23,495,175,534.280759050241,181.34558172368648,2021-04-08 18:52:50,2021-04-08 18:52:53.375000000
24,513,170,537.749347729334,180.24495876692515,2021-04-08 18:53:00,2021-04-08 18:53:04.400000000
25,509,157,538.7360339518129,170.99932472103427,2021-04-08 18:53:10,2021-04-08 18:53:15.733333350
26,537,178,551.5494878834445,177.33838130418906,2021-04-08 18:53:20,2021-04-08 18:53:23.922619008
27,503,174,537.0303243372364,180.27723727916597,2021-04-08 18:53:30,2021-04-08 18:53:33.361111104
28,518,161,542.0303974921555,177.89866546094538,2021-04-08 18:53:40,2021-04-08 18:53:45.958333312
29,490,178,528.7711228526123,180.50173524492442,2021-04-08 18:53:50,2021-04-08 18:53:53.531249984
