,x,y,x_pf,y_pf,time,av_time
0,358,210,361.46546774713556,210.43819067392613,2021-04-08 18:44:00,2021-04-08 18:44:06.000000000
1,364,228,346.53912296403604,221.63523459132483,2021-04-08 18:44:10,2021-04-08 18:44:12.500000000
2,348,235,344.1587362967771,226.49541505072128,2021-04-08 18:44:20,2021-04-08 18:44:26.693333299
3,380,205,369.56325078846453,207.85142414592457,2021-04-08 18:44:30,2021-04-08 18:44:33.533333312
4,363,223,354.37260810798045,214.94456880500934,2021-04-08 18:44:40,2021-04-08 18:44:44.440000000
5,423,176,415.34863133168267,188.6299841404786,2021-04-08 18:44:50,2021-04-08 18:44:55.291666645
6,503,156,485.35195882619377,151.38948037404614,2021-04-08 18:45:00,2021-04-08 18:45:04.270833344
7,502,152,500.67907528833035,145.68945583765318,2021-04-08 18:45:10,2021-04-08 18:45:14.023333274
8,508,151,508.7599703461754,147.2009031796846,2021-04-08 18:45:20,2021-04-08 18:45:24.533333332
9,498,154,496.79035751046615,146.01063579363233,2021-04-08 18:45:30,2021-04-08 18:45:36.277777749
10,486,172,483.7350502034768,175.8211605828024,2021-04-08 18:45:40,2021-04-08 18:45:43.750000000
11,390,185,405.61735214145233,191.33420051140092,2021-04-08 18:45:50,2021-04-08 18:45:53.187500032
12,368,211,370.1243156411778,208.93152477579548,2021-04-08 18:46:00,2021-04-08 18:46:03.000000000
13,355,234,350.9878267631924,226.9281005492859,2021-04-08 18:46:10,2021-04-08 18:46:15.200000000
14,411,180,398.659947502659,192.5420830454821,2021-04-08 18:46:20,2021-04-08 18:46:26.266666667
15,335,240,346.713547506061,225.18115554183836,2021-04-08 18:46:30,2021-04-08 18:46:33.171428571
16,328,250,332.25855176910625,242.76343376077128,2021-04-08 18:46:40,2021-04-08 18:46:45.388095181
17,386,192,373.2922039039977,202.52248274571156,2021-04-08 18:46:50,2021-04-08 18:46:54.347222272
30,368,211,370.1915083770708,210.7563934557062,2021-04-08 18:48:00,2021-04-08 18:48:03.500000000
31,392,211,373.12651388670304,212.45291720528897,2021-04-08 18:48:10,2021-04-08 18:48:14.300000000
32,410,183,409.207695375874,190.00750152073357,2021-04-08 18:48:20,2021-04-08 18:48:25.175000000
33,391,209,374.9813005682863,209.30796495583562,2021-04-08 18:48:30,2021-04-08 18:48:37.111111083
34,391,181,390.2650870052931,194.96422573162164,2021-04-08 18:48:40,2021-04-08 18:48:44.500000000
35,450,175,443.2239267610972,179.7052859019524,2021-04-08 18:48:50,2021-04-08 18:48:55.958333312
36,395,172,406.99372219674257,188.44444556151637,2021-04-08 18:49:00,2021-04-08 18:49:05.333333333
37,407,169,413.68976355075034,186.77038240726915,2021-04-08 18:49:10,2021-04-08 18:49:13.800000000
38,398,156,396.3568420988788,144.7434807449912,2021-04-08 18:49:20,2021-04-08 18:49:24.911111083
39,395,169,401.1192228752825,190.25048441177495,2021-04-08 18:49:30,2021-04-08 18:49:33.016666687
40,412,163,413.6324742267662,187.1180345743373,2021-04-08 18:49:40,2021-04-08 18:49:44.125000000
41,390,186,392.6369021739634,196.5979246845426,2021-04-08 18:49:50,2021-04-08 18:49:54.249999936
42,361,212,364.5404489047951,210.4989214074354,2021-04-08 18:50:00,2021-04-08 18:50:03.249999872
43,392,192,385.4587806145531,197.9568520627792,2021-04-08 18:50:10,2021-04-08 18:50:15.249999872
44,492,169,466.2068289586008,178.15816308815508,2021-04-08 18:50:20,2021-04-08 18:50:24.833333376
45,388,220,387.90772454731535,211.26192059383328,2021-04-08 18:50:30,2021-04-08 18:50:33.500000000
46,384,182,389.076593301895,195.452716578696,2021-04-08 18:50:40,2021-04-08 18:50:44.200000000
47,415,178,413.8849552814436,189.13577150227144,2021-04-08 18:50:50,2021-04-08 18:50:54.175000000
18,486,158,488.66816449751786,149.69482094491815,2021-04-08 18:52:00,2021-04-08 18:52:02.888888875
19,494,176,494.7167870619069,176.90835413255988,2021-04-08 18:52:10,2021-04-08 18:52:14.383333376
20,492,175,492.94645545676667,177.15103665233082,2021-04-08 18:52:20,2021-04-08 18:52:24.128571392
21,500,167,510.7975425021183,178.10405419432257,2021-04-08 18:52:30,2021-04-08 18:52:35.946031701
22,465,170,468.6996961412676,169.52750170541702,2021-04-08 18:52:40,2021-04-08 18:52:44.533333299
23,504,158,496.5073459217758,144.82324731175586,2021-04-08 18:52:50,2021-04-08 18:52:54.375000000
24,495,175,497.0907449796908,175.86135945098567,2021-04-08 18:53:00,2021-04-08 18:53:03.075000000
25,485,176,482.6122028495183,174.38960757275896,2021-04-08 18:53:10,2021-04-08 18:53:14.479166592
26,518,161,516.6825493330766,164.0553922788592,2021-04-08 18:53:20,2021-04-08 18:53:25.037499968
27,486,168,475.02627974610755,176.29340074940015,2021-04-08 18:53:30,2021-04-08 18:53:33.833333350
28,500,151,498.1942970164719,147.84055515035703,2021-04-08 18:53:40,2021-04-08 18:53:45.250000000
29,493,169,495.7723314645445,176.01949043570858,2021-04-08 18:53:50,2021-04-08 18:53:55.437500032
