,x,y,x_pf,y_pf,time,av_time
0,357,219,357.8470817677664,217.75998275155501,2021-04-08 18:44:00,2021-04-08 18:44:02.500000000
1,327,247,343.8474607495872,224.48678668092555,2021-04-08 18:44:05,2021-04-08 18:44:08.250000000
2,385,188,366.2685710606693,206.66377439828366,2021-04-08 18:44:10,2021-04-08 18:44:11.000000000
3,327,247,345.67272657433074,224.3448400468952,2021-04-08 18:44:15,2021-04-08 18:44:17.250000000
4,367,219,358.0422532018439,220.66519560905235,2021-04-08 18:44:20,2021-04-08 18:44:21.000000000
5,533,172,444.02549388183536,200.53630689763315,2021-04-08 18:44:25,2021-04-08 18:44:27.500000000
6,382,205,414.59359250239174,199.23425156929068,2021-04-08 18:44:30,2021-04-08 18:44:31.541666688
7,569,194,486.1285388147094,198.74921295815977,2021-04-08 18:44:35,2021-04-08 18:44:38.500000000
8,388,216,438.18994017924774,202.15328796120727,2021-04-08 18:44:40,2021-04-08 18:44:42.833333333
9,530,177,483.03852815542814,188.69702609578292,2021-04-08 18:44:45,2021-04-08 18:44:46.916666752
10,435,193,457.9608516210118,188.95579615230213,2021-04-08 18:44:50,2021-04-08 18:44:50.500000000
11,514,169,485.84853999507084,174.481560514318,2021-04-08 18:44:55,2021-04-08 18:44:57.666666688
12,541,161,514.666628690685,166.7255652036407,2021-04-08 18:45:00,2021-04-08 18:45:01.833333333
13,507,156,510.5924871924465,158.60177981290866,2021-04-08 18:45:05,2021-04-08 18:45:07.300000000
14,527,175,518.3910361980455,164.64341761931084,2021-04-08 18:45:10,2021-04-08 18:45:11.750000043
15,507,165,511.5703423113696,162.15764957114993,2021-04-08 18:45:15,2021-04-08 18:45:15.750000000
16,510,155,509.19411328776704,155.68208115515574,2021-04-08 18:45:20,2021-04-08 18:45:22.000000000
17,520,156,514.2706765962521,155.02693248748824,2021-04-08 18:45:25,2021-04-08 18:45:28.000000000
18,503,167,508.39759635271554,159.51615146383992,2021-04-08 18:45:30,2021-04-08 18:45:30.250000000
19,527,161,519.1258092914851,158.50516858472724,2021-04-08 18:45:35,2021-04-08 18:45:37.500000000
20,503,189,511.3853554713836,172.8095836893558,2021-04-08 18:45:40,2021-04-08 18:45:43.500000000
21,475,170,489.1836199662969,168.51676275555786,2021-04-08 18:45:45,2021-04-08 18:45:47.500000000
22,487,163,486.35059070059674,165.4806046872627,2021-04-08 18:45:50,2021-04-08 18:45:51.500000000
23,366,225,428.45605065450195,193.03353421349507,2021-04-08 18:45:55,2021-04-08 18:45:57.000000000
24,369,206,396.4787510052381,198.30510815539395,2021-04-08 18:46:00,2021-04-08 18:46:02.250000000
25,372,202,382.1956144584325,200.05421820897692,2021-04-08 18:46:05,2021-04-08 18:46:06.999999744
26,367,219,374.6927691766371,209.0502632544866,2021-04-08 18:46:10,2021-04-08 18:46:11.500000000
27,390,198,382.9489869637201,202.81269162418073,2021-04-08 18:46:15,2021-04-08 18:46:17.000000000
28,327,247,352.9708858014196,222.86346737742932,2021-04-08 18:46:25,2021-04-08 18:46:26.000000000
29,397,176,374.9300685786328,197.06563315822058,2021-04-08 18:46:30,2021-04-08 18:46:31.666666667
30,538,163,449.66622791735523,170.37270452673408,2021-04-08 18:46:35,2021-04-08 18:46:35.666666667
31,419,174,433.66240497022693,173.38024839708788,2021-04-08 18:46:40,2021-04-08 18:46:42.000000000
32,401,181,414.4250776695548,178.94035812219715,2021-04-08 18:46:45,2021-04-08 18:46:46.444444416
33,425,180,420.0281184697331,178.60095737058256,2021-04-08 18:46:50,2021-04-08 18:46:52.500000051
34,407,180,412.4636659403553,177.83593719418758,2021-04-08 18:46:55,2021-04-08 18:46:57.819444437
59,363,234,366.4250851714841,233.94966983094696,2021-04-08 18:48:00,2021-04-08 18:48:02.166666752
60,357,244,362.42961813141574,232.99836615139378,2021-04-08 18:48:05,2021-04-08 18:48:07.416666624
61,372,202,368.42484320156086,214.70981621977384,2021-04-08 18:48:10,2021-04-08 18:48:12.000000000
62,387,201,378.4527050645946,206.91382748461473,2021-04-08 18:48:15,2021-04-08 18:48:17.333333376
63,391,187,384.1328450540944,196.2598722955488,2021-04-08 18:48:20,2021-04-08 18:48:22.000000000
64,583,159,474.4726942493728,179.91098768578658,2021-04-08 18:48:25,2021-04-08 18:48:26.000000000
65,470,168,473.2044970627969,172.08940402765393,2021-04-08 18:48:30,2021-04-08 18:48:33.000000000
66,393,199,431.63255642677984,182.79446675955955,2021-04-08 18:48:35,2021-04-08 18:48:37.000000000
67,375,210,400.59122631376243,196.42198323440346,2021-04-08 18:48:40,2021-04-08 18:48:41.250000000
68,357,219,379.5548293672839,208.5047797265098,2021-04-08 18:48:45,2021-04-08 18:48:47.500000000
69,385,203,380.8859600931482,203.58723826161304,2021-04-08 18:48:50,2021-04-08 18:48:52.375000064
