,x,y,x_pf,y_pf,time,av_time
0,396,216,395.1990017286673,214.34622710511653,2021-04-08 18:44:00,2021-04-08 18:44:01.750000000
1,332,247,367.06015160603624,225.6153140475908,2021-04-08 18:44:05,2021-04-08 18:44:08.000000000
2,327,247,346.69469971402356,231.02937359377088,2021-04-08 18:44:10,2021-04-08 18:44:13.250000000
3,327,247,333.25392880033684,232.79654565242916,2021-04-08 18:44:15,2021-04-08 18:44:18.000000000
4,421,173,378.18454206730803,204.6467321135512,2021-04-08 18:44:20,2021-04-08 18:44:22.833333376
5,442,175,408.9667769058204,190.33064675898183,2021-04-08 18:44:25,2021-04-08 18:44:26.875000000
6,505,170,454.72463380322176,178.34168450628943,2021-04-08 18:44:30,2021-04-08 18:44:31.000000000
7,537,177,494.1174482329205,175.6866911953142,2021-04-08 18:44:35,2021-04-08 18:44:35.624999936
8,494,160,495.07226105318716,164.84272347875032,2021-04-08 18:44:40,2021-04-08 18:44:43.000000000
9,395,182,444.6026913398346,172.68355689177048,2021-04-08 18:44:45,2021-04-08 18:44:47.166666581
10,429,177,435.65932167959636,173.42674511113592,2021-04-08 18:44:50,2021-04-08 18:44:52.166666624
11,466,165,452.27452500327314,168.47046357310393,2021-04-08 18:44:55,2021-04-08 18:44:56.916666688
12,510,153,483.001921394864,158.51981752887798,2021-04-08 18:45:00,2021-04-08 18:45:01.000000000
13,524,162,506.01734159656706,157.84880184219418,2021-04-08 18:45:05,2021-04-08 18:45:07.500000000
14,515,153,510.2615100829961,153.72172338647252,2021-04-08 18:45:10,2021-04-08 18:45:11.125000000
15,493,151,502.6266270290878,150.18041061972056,2021-04-08 18:45:15,2021-04-08 18:45:17.250000000
16,503,157,503.45627491149213,153.03983670880973,2021-04-08 18:45:20,2021-04-08 18:45:21.000000000
17,475,176,489.6553207569227,163.52833049478653,2021-04-08 18:45:25,2021-04-08 18:45:29.000000000
18,504,157,497.76194073838127,156.57494883858146,2021-04-08 18:45:30,2021-04-08 18:45:30.500000000
19,515,166,508.0449829536239,159.8997941836643,2021-04-08 18:45:35,2021-04-08 18:45:39.000000000
20,506,152,507.4491675312671,153.8054164720423,2021-04-08 18:45:40,2021-04-08 18:45:41.000000000
21,520,171,513.5938999425664,160.1585898548934,2021-04-08 18:45:45,2021-04-08 18:45:46.000000000
22,416,179,464.3456357178601,168.63135967663737,2021-04-08 18:45:50,2021-04-08 18:45:52.750000064
23,389,189,426.50233521174954,176.3264402263292,2021-04-08 18:45:55,2021-04-08 18:45:55.750000000
24,373,202,397.4142616957995,190.513322031668,2021-04-08 18:46:00,2021-04-08 18:46:02.000000000
25,357,244,378.6208005759921,215.9387130679295,2021-04-08 18:46:05,2021-04-08 18:46:06.250000000
26,357,219,366.8902083417548,215.18804516948057,2021-04-08 18:46:15,2021-04-08 18:46:15.000000000
27,327,247,344.8264913736846,225.5390910506438,2021-04-08 18:46:20,2021-04-08 18:46:22.499999872
28,389,188,369.5217461961696,206.5493157215062,2021-04-08 18:46:25,2021-04-08 18:46:26.666666581
29,432,176,402.90238837209233,189.69535113572897,2021-04-08 18:46:30,2021-04-08 18:46:33.000000085
30,416,179,409.3986533779315,183.74352255618498,2021-04-08 18:46:35,2021-04-08 18:46:37.666666667
31,401,177,404.80172698353465,179.2358881172775,2021-04-08 18:46:40,2021-04-08 18:46:41.875000000
32,411,180,408.7492451978727,179.12506546499668,2021-04-08 18:46:45,2021-04-08 18:46:48.400000000
33,394,182,397.53448271968716,179.40085226223113,2021-04-08 18:46:50,2021-04-08 18:46:51.800000000
34,463,177,433.87295318150836,176.31976439107063,2021-04-08 18:46:55,2021-04-08 18:46:56.250000000
59,361,212,360.6221301809951,211.19359166344776,2021-04-08 18:48:00,2021-04-08 18:48:02.666666752
60,368,211,364.48807569161454,209.54105430962733,2021-04-08 18:48:05,2021-04-08 18:48:06.500000000
61,385,216,376.6325918174092,211.03977301358026,2021-04-08 18:48:10,2021-04-08 18:48:12.333333248
62,391,187,384.4202044017871,199.344687046694,2021-04-08 18:48:15,2021-04-08 18:48:17.000000000
63,436,174,412.5570678214897,185.14477725759895,2021-04-08 18:48:20,2021-04-08 18:48:23.000000000
64,393,199,399.89885146233286,192.52496715067468,2021-04-08 18:48:25,2021-04-08 18:48:29.000000000
65,357,219,376.5864877752974,206.05985182458204,2021-04-08 18:48:30,2021-04-08 18:48:30.000000000
66,388,220,381.15893106707733,211.20123582955873,2021-04-08 18:48:35,2021-04-08 18:48:37.500000000
67,385,216,382.3383389666848,211.41936202708277,2021-04-08 18:48:40,2021-04-08 18:48:40.000000000
68,354,214,369.0735800942728,211.19396442053946,2021-04-08 18:48:45,2021-04-08 18:48:46.166666752
69,367,211,367.7694052940082,209.25219304807624,2021-04-08 18:48:50,2021-04-08 18:48:52.333333333
70,383,211,376.08326903013125,209.24170843233333,2021-04-08 18:48:55,2021-04-08 18:48:58.166666667
71,581,169,471.8813962935935,193.15571628199808,2021-04-08 18:49:00,2021-04-08 18:49:00.000000000
72,400,193,439.009276301991,188.9843197410455,2021-04-08 18:49:05,2021-04-08 18:49:08.333333248
73,419,150,428.2654939047177,167.29478633593044,2021-04-08 18:49:10,2021-04-08 18:49:12.291666560
74,386,213,405.21654937548686,189.89416205381784,2021-04-08 18:49:15,2021-04-08 18:49:16.000000000
75,438,176,422.6327748891514,182.21689529607042,2021-04-08 18:49:20,2021-04-08 18:49:21.333333376
76,524,192,472.92053978685624,188.68779074858975,2021-04-08 18:49:25,2021-04-08 18:49:27.000000000
77,417,152,445.9072920264288,168.63268725232487,2021-04-08 18:49:30,2021-04-08 18:49:31.500000000
78,413,153,428.9896740260027,159.0016799399914,2021-04-08 18:49:35,2021-04-08 18:49:37.416666624
79,411,160,419.12644737008964,159.09027086627196,2021-04-08 18:49:40,2021-04-08 18:49:41.958333312
80,462,165,441.2466989964529,160.364931832131,2021-04-08 18:49:45,2021-04-08 18:49:46.375000000
81,381,179,409.098984090776,170.85839850639454,2021-04-08 18:49:50,2021-04-08 18:49:52.333333376
82,353,219,378.46105905901936,196.21325661313762,2021-04-08 18:49:55,2021-04-08 18:49:58.500000000
83,372,202,375.07331430632945,199.46945042938876,2021-04-08 18:50:00,2021-04-08 18:50:01.000000000
84,430,189,402.77883967014634,193.57646242459953,2021-04-08 18:50:05,2021-04-08 18:50:07.500000000
85,393,199,396.94942187921833,194.9252271780556,2021-04-08 18:50:10,2021-04-08 18:50:13.000000000
86,431,188,415.1050053145865,189.87938462026972,2021-04-08 18:50:15,2021-04-08 18:50:16.166666624
87,391,205,400.77650542182687,197.38350649355894,2021-04-08 18:50:20,2021-04-08 18:50:23.500000000
88,430,188,416.11823796232215,193.01798461294754,2021-04-08 18:50:25,2021-04-08 18:50:27.499999872
89,412,194,412.65649361611736,192.60225446674872,2021-04-08 18:50:30,2021-04-08 18:50:32.250000128
90,394,190,399.3465644276205,191.00472372983023,2021-04-08 18:50:35,2021-04-08 18:50:37.750000128
91,397,214,396.36446863083586,201.24795043784084,2021-04-08 18:50:40,2021-04-08 18:50:42.333333333
92,382,192,390.16316325514697,195.74478040192335,2021-04-08 18:50:45,2021-04-08 18:50:48.500000000
93,343,229,365.69030148628894,212.77494318267978,2021-04-08 18:50:50,2021-04-08 18:50:52.333333376
94,479,172,423.0412613031342,191.52070607539355,2021-04-08 18:50:55,2021-04-08 18:50:57.666666667
35,489,173,487.34372180948657,170.658318380737,2021-04-08 18:52:00,2021-04-08 18:52:01.666666752
36,487,172,488.2724073757644,169.76329527454666,2021-04-08 18:52:05,2021-04-08 18:52:05.624999936
