,x,y,x_pf,y_pf,time,av_time
0,357,219,359.0406470481601,217.13991856318958,2021-04-08 18:44:00,2021-04-08 18:44:02.500000000
1,327,247,344.78724768428106,225.39367023165374,2021-04-08 18:44:05,2021-04-08 18:44:08.250000000
2,385,188,364.47702419927737,206.0995302771215,2021-04-08 18:44:10,2021-04-08 18:44:11.000000000
3,327,247,345.662197283452,223.15293085286476,2021-04-08 18:44:15,2021-04-08 18:44:17.250000000
4,367,219,357.9382615719743,218.0907035287862,2021-04-08 18:44:20,2021-04-08 18:44:21.000000000
5,533,172,438.37962070465113,196.8657946631845,2021-04-08 18:44:25,2021-04-08 18:44:27.500000000
6,382,205,407.91068660447945,197.90980158465464,2021-04-08 18:44:30,2021-04-08 18:44:31.541666688
7,569,194,482.892522929055,193.21281101680722,2021-04-08 18:44:35,2021-04-08 18:44:38.500000000
8,388,216,437.6912584820851,201.0490986532438,2021-04-08 18:44:40,2021-04-08 18:44:42.833333333
9,530,177,484.14894358424885,186.64965192419322,2021-04-08 18:44:45,2021-04-08 18:44:46.916666752
10,435,193,457.45837928876796,188.04575846560863,2021-04-08 18:44:50,2021-04-08 18:44:50.500000000
11,514,169,487.9807665400825,175.6051283008063,2021-04-08 18:44:55,2021-04-08 18:44:57.666666688
12,541,161,513.5023084178614,165.9650167902963,2021-04-08 18:45:00,2021-04-08 18:45:01.833333333
13,507,156,510.73460920952056,158.79186697318607,2021-04-08 18:45:05,2021-04-08 18:45:07.300000000
14,527,175,519.1434224612906,165.75153408636407,2021-04-08 18:45:10,2021-04-08 18:45:11.750000043
15,507,165,512.5148914119737,163.45675228661418,2021-04-08 18:45:15,2021-04-08 18:45:15.750000000
16,510,155,510.68574426059786,157.8517355301089,2021-04-08 18:45:20,2021-04-08 18:45:22.000000000
17,520,156,516.0956588453805,155.53609220024327,2021-04-08 18:45:25,2021-04-08 18:45:28.000000000
18,503,167,508.75602848147713,158.72078609106876,2021-04-08 18:45:30,2021-04-08 18:45:30.250000000
19,527,161,517.6600235928638,158.3114924983937,2021-04-08 18:45:35,2021-04-08 18:45:37.500000000
20,503,189,509.9177073361382,173.20719746447423,2021-04-08 18:45:40,2021-04-08 18:45:43.500000000
21,475,170,492.86730493099094,168.66533650854734,2021-04-08 18:45:45,2021-04-08 18:45:47.500000000
22,487,163,489.05482981276555,163.51103744926633,2021-04-08 18:45:50,2021-04-08 18:45:51.500000000
23,366,225,425.9392151591976,191.16415324194816,2021-04-08 18:45:55,2021-04-08 18:45:57.000000000
24,369,206,396.4314195142192,199.71837829556304,2021-04-08 18:46:00,2021-04-08 18:46:02.250000000
