,x,y,x_pf,y_pf,time,av_time
0,325,239,330.70102657091775,239.63111269241148,2021-04-08 18:44:00,2021-04-08 18:44:02.749999872
1,375,220,360.26045622089293,215.7302408483764,2021-04-08 18:44:05,2021-04-08 18:44:07.333333376
2,389,189,373.7488710194053,204.86655834997197,2021-04-08 18:44:10,2021-04-08 18:44:12.000000000
3,405,178,391.7730036205269,194.76049033854105,2021-04-08 18:44:15,2021-04-08 18:44:17.666666667
4,495,175,443.5441646928671,178.24949513821167,2021-04-08 18:44:20,2021-04-08 18:44:22.749999957
5,379,202,405.58255441640915,191.69430539084877,2021-04-08 18:44:25,2021-04-08 18:44:26.799999949
6,502,175,456.8161052320292,176.05064560537176,2021-04-08 18:44:30,2021-04-08 18:44:33.000000000
7,352,229,395.13582403453375,196.4244429357281,2021-04-08 18:44:35,2021-04-08 18:44:37.250000064
8,577,170,474.29125472685774,174.3629025084822,2021-04-08 18:44:40,2021-04-08 18:44:42.625000000
9,371,208,417.08095481743896,184.03736982353257,2021-04-08 18:44:45,2021-04-08 18:44:47.800000000
10,481,171,452.19156085038253,176.76873699987044,2021-04-08 18:44:50,2021-04-08 18:44:52.388888832
11,609,158,557.6848867204808,173.01851614550114,2021-04-08 18:44:55,2021-04-08 18:44:57.000000000
12,505,151,527.0162658669433,160.57320891580525,2021-04-08 18:45:00,2021-04-08 18:45:02.125000000
13,499,156,510.5898497910057,148.99167924388576,2021-04-08 18:45:05,2021-04-08 18:45:06.800000000
14,502,180,507.8243185239467,166.35673607291747,2021-04-08 18:45:10,2021-04-08 18:45:11.375000000
15,478,161,478.6896284847772,160.85894190935656,2021-04-08 18:45:15,2021-04-08 18:45:18.000000000
16,483,169,477.04591289817927,172.8706253958474,2021-04-08 18:45:20,2021-04-08 18:45:21.125000000
17,464,160,466.5953064220133,166.1700564023991,2021-04-08 18:45:25,2021-04-08 18:45:25.750000000
18,465,154,464.31377917313387,160.3704524517637,2021-04-08 18:45:30,2021-04-08 18:45:32.666666667
19,518,167,497.33249988007185,165.1877065141412,2021-04-08 18:45:35,2021-04-08 18:45:36.833333333
20,512,160,514.2566076351557,160.95821370065863,2021-04-08 18:45:40,2021-04-08 18:45:42.000000000
21,481,172,494.66814773330975,172.77854392505245,2021-04-08 18:45:45,2021-04-08 18:45:47.125000000
22,421,150,454.9584515218934,150.74575788250803,2021-04-08 18:45:50,2021-04-08 18:45:52.333333333
23,373,213,416.14845282891434,180.70841804190457,2021-04-08 18:45:55,2021-04-08 18:45:56.500000000
24,364,235,376.0066836744856,209.06349861566193,2021-04-08 18:46:05,2021-04-08 18:46:06.750000000
25,363,209,369.46859841728116,210.47750927590548,2021-04-08 18:46:10,2021-04-08 18:46:10.166666667
26,328,250,348.7492315142014,228.0910441542948,2021-04-08 18:46:15,2021-04-08 18:46:16.166666667
27,345,234,345.5586644123299,226.68533713360708,2021-04-08 18:46:20,2021-04-08 18:46:21.624999936
28,487,173,411.95216768573033,192.09932176600051,2021-04-08 18:46:25,2021-04-08 18:46:26.375000000
29,547,169,461.88775027757134,179.0931296600968,2021-04-08 18:46:30,2021-04-08 18:46:31.875000000
30,399,183,432.74270025030165,181.63634129931813,2021-04-08 18:46:35,2021-04-08 18:46:37.437500032
31,328,250,375.4777479461499,206.42524001682924,2021-04-08 18:46:40,2021-04-08 18:46:42.444444501
32,359,214,365.73230453835663,212.6085012799128,2021-04-08 18:46:45,2021-04-08 18:46:47.750000000
33,357,221,359.5802830579715,216.21931859637343,2021-04-08 18:46:50,2021-04-08 18:46:51.160000000
34,421,183,393.2611695523009,194.95309006430318,2021-04-08 18:46:55,2021-04-08 18:46:56.666666752
59,368,211,369.2939286626222,210.49949259929497,2021-04-08 18:48:00,2021-04-08 18:48:00.666666752
60,367,219,365.4711998172554,212.81666361976096,2021-04-08 18:48:05,2021-04-08 18:48:06.750000128
61,379,207,371.1297577723601,209.7482081465415,2021-04-08 18:48:10,2021-04-08 18:48:11.666666581
62,393,182,383.335376239756,198.31325128297297,2021-04-08 18:48:15,2021-04-08 18:48:17.300000000
63,410,180,399.0328593901836,192.60026174693851,2021-04-08 18:48:20,2021-04-08 18:48:22.000000000
64,382,190,389.31583971512043,196.81949806553405,2021-04-08 18:48:25,2021-04-08 18:48:27.333333333
65,391,187,389.3478493947424,195.73362250325258,2021-04-08 18:48:30,2021-04-08 18:48:31.666666752
66,471,169,433.79066709879584,176.20090989691008,2021-04-08 18:48:35,2021-04-08 18:48:37.416666624
67,387,209,393.58106554770904,200.44436833634762,2021-04-08 18:48:40,2021-04-08 18:48:42.199999949
68,367,211,376.50354215552215,207.1306311580495,2021-04-08 18:48:45,2021-04-08 18:48:46.583333376
69,427,174,402.6294165330775,193.8629258291753,2021-04-08 18:48:50,2021-04-08 18:48:52.000000000
70,405,160,401.33318081021724,152.6110724685934,2021-04-08 18:48:55,2021-04-08 18:48:57.066666649
71,411,178,410.89031074857826,182.24706226120554,2021-04-08 18:49:00,2021-04-08 18:49:00.500000000
72,451,161,441.55970514103575,155.64021906404514,2021-04-08 18:49:05,2021-04-08 18:49:07.916666624
73,451,165,450.86441113786896,156.01032235069502,2021-04-08 18:49:10,2021-04-08 18:49:12.416666688
74,396,167,413.79515790902906,145.87161445308976,2021-04-08 18:49:15,2021-04-08 18:49:16.722222165
75,378,188,398.5976626249498,183.3744203270885,2021-04-08 18:49:20,2021-04-08 18:49:24.000000000
76,465,153,435.6402918952627,165.2573026926624,2021-04-08 18:49:25,2021-04-08 18:49:27.000000000
77,414,161,420.8680527386251,172.2079174808316,2021-04-08 18:49:30,2021-04-08 18:49:31.250000000
78,405,163,399.96656447052027,147.9535696536669,2021-04-08 18:49:35,2021-04-08 18:49:36.666666752
79,455,157,431.6916148700598,148.85208095746094,2021-04-08 18:49:40,2021-04-08 18:49:42.125000000
80,475,171,453.2953479737934,160.62299143108208,2021-04-08 18:49:45,2021-04-08 18:49:46.499999915
81,368,211,402.93083550691904,188.98940941784778,2021-04-08 18:49:50,2021-04-08 18:49:52.500000000
82,368,212,378.2358039254613,203.9569912486537,2021-04-08 18:49:55,2021-04-08 18:49:57.000000000
83,368,211,370.12753683602796,209.57435129050916,2021-04-08 18:50:00,2021-04-08 18:50:00.000000000
84,386,200,376.6793789474008,204.88443621792868,2021-04-08 18:50:05,2021-04-08 18:50:06.000000000
85,393,199,380.86926067217564,200.77638818183664,2021-04-08 18:50:10,2021-04-08 18:50:11.000000000
86,367,219,369.94594885730436,210.45527933059574,2021-04-08 18:50:15,2021-04-08 18:50:17.000000000
87,472,168,417.6930459806776,185.72612802831577,2021-04-08 18:50:20,2021-04-08 18:50:22.166666752
88,551,171,470.22055837460664,174.4753653117818,2021-04-08 18:50:25,2021-04-08 18:50:25.500000000
89,391,187,434.2852136658954,180.68584282603757,2021-04-08 18:50:30,2021-04-08 18:50:32.249999872
90,367,219,393.25274123974077,198.9445236993622,2021-04-08 18:50:35,2021-04-08 18:50:37.000000000
91,403,206,405.34305583693856,189.73810191187727,2021-04-08 18:50:40,2021-04-08 18:50:42.833333333
92,400,170,404.57450774570384,190.02066852903016,2021-04-08 18:50:45,2021-04-08 18:50:47.500000000
93,375,201,383.7705797287042,200.8272697623998,2021-04-08 18:50:50,2021-04-08 18:50:52.500000000
94,456,154,425.14568295945014,166.61801013545266,2021-04-08 18:50:55,2021-04-08 18:50:57.250000000
35,499,161,498.8011753671038,151.20361857202562,2021-04-08 18:52:00,2021-04-08 18:52:01.000000000
36,483,159,497.53170738022186,145.1007686571125,2021-04-08 18:52:05,2021-04-08 18:52:06.166666667
37,487,159,497.5477191696826,143.86286705563322,2021-04-08 18:52:10,2021-04-08 18:52:11.875000000
38,526,180,512.9480705620238,160.07030406672118,2021-04-08 18:52:15,2021-04-08 18:52:16.750000064
39,481,170,495.0701197721301,173.23002717375465,2021-04-08 18:52:20,2021-04-08 18:52:21.555555413
40,548,171,520.8244186426125,170.91799748994725,2021-04-08 18:52:25,2021-04-08 18:52:27.062499968
41,534,177,525.4149263871659,167.81255613204434,2021-04-08 18:52:30,2021-04-08 18:52:31.500000063
42,599,181,565.2633977905643,176.08647402606636,2021-04-08 18:52:35,2021-04-08 18:52:36.266666650
43,522,175,537.0414974551585,170.69459660265483,2021-04-08 18:52:40,2021-04-08 18:52:41.200000000
44,576,179,560.8681568773312,177.58713930190754,2021-04-08 18:52:45,2021-04-08 18:52:46.875000000
45,495,175,523.0286113855204,178.16849602963333,2021-04-08 18:52:50,2021-04-08 18:52:52.500000000
46,553,178,537.4957250294372,174.10197426676177,2021-04-08 18:52:55,2021-04-08 18:52:56.500000000
47,509,165,520.4441985262807,176.72006114852235,2021-04-08 18:53:00,2021-04-08 18:53:02.000000000
48,527,172,521.848693129305,169.3526435218294,2021-04-08 18:53:05,2021-04-08 18:53:06.000000000
49,492,166,507.227661748657,150.4564421435599,2021-04-08 18:53:10,2021-04-08 18:53:11.250000000
50,505,156,506.0136037706528,147.13663160928812,2021-04-08 18:53:15,2021-04-08 18:53:18.250000000
51,543,172,522.8663012582376,163.80059326565507,2021-04-08 18:53:20,2021-04-08 18:53:21.708333312
52,525,175,521.9159236738267,165.5272275964726,2021-04-08 18:53:25,2021-04-08 18:53:27.111111083
53,509,163,515.1865319253272,173.34724170754032,2021-04-08 18:53:30,2021-04-08 18:53:31.791666688
54,559,180,535.1663864853517,173.93730354949548,2021-04-08 18:53:35,2021-04-08 18:53:36.805555541
55,541,165,536.5389743917924,173.31004424062564,2021-04-08 18:53:40,2021-04-08 18:53:42.500000000
56,518,161,525.42286502835,164.4205859148046,2021-04-08 18:53:45,2021-04-08 18:53:46.875000000
57,490,178,506.766745242818,174.07226419074408,2021-04-08 18:53:50,2021-04-08 18:53:52.250000000
58,533,164,518.4214437131543,164.1270374395839,2021-04-08 18:53:55,2021-04-08 18:53:57.500000000
