,x,y,x_pf,y_pf,time,av_time
0,325,239,322.03172483787034,233.80648555403238,2021-04-08 18:44:00,2021-04-08 18:44:02.749999872
1,375,220,347.1685619754067,223.36191434621406,2021-04-08 18:44:05,2021-04-08 18:44:07.333333376
2,389,189,366.6396641746694,205.4172456866644,2021-04-08 18:44:10,2021-04-08 18:44:12.000000000
3,405,178,385.60781693345575,191.57822536881315,2021-04-08 18:44:15,2021-04-08 18:44:17.666666667
4,495,175,437.6342564524408,183.56245775525363,2021-04-08 18:44:20,2021-04-08 18:44:22.749999957
5,379,202,408.18264273994816,192.63093188253703,2021-04-08 18:44:25,2021-04-08 18:44:26.799999949
6,502,175,456.8487164368121,181.70420708706035,2021-04-08 18:44:30,2021-04-08 18:44:33.000000000
7,352,229,406.2593696319368,202.33951905336946,2021-04-08 18:44:35,2021-04-08 18:44:37.250000064
8,577,170,478.1734890161106,188.6279698713395,2021-04-08 18:44:40,2021-04-08 18:44:42.625000000
9,371,208,435.37327637322835,192.5912474686976,2021-04-08 18:44:45,2021-04-08 18:44:47.800000000
10,481,171,456.73909138960084,180.20841955044858,2021-04-08 18:44:50,2021-04-08 18:44:52.388888832
11,609,158,523.4105184833279,167.21576663171766,2021-04-08 18:44:55,2021-04-08 18:44:57.000000000
12,505,151,515.6487930136735,157.32910633416694,2021-04-08 18:45:00,2021-04-08 18:45:02.125000000
13,499,156,507.68934976653964,154.03194210664967,2021-04-08 18:45:05,2021-04-08 18:45:06.800000000
14,502,180,504.2459658845509,165.19320953196984,2021-04-08 18:45:10,2021-04-08 18:45:11.375000000
15,478,161,490.07279592373027,161.6448493328537,2021-04-08 18:45:15,2021-04-08 18:45:18.000000000
16,483,169,485.3662022880103,163.84406692760496,2021-04-08 18:45:20,2021-04-08 18:45:21.125000000
17,464,160,473.5388595791228,159.8010305359051,2021-04-08 18:45:25,2021-04-08 18:45:25.750000000
18,465,154,468.1324412992178,155.30507516850435,2021-04-08 18:45:30,2021-04-08 18:45:32.666666667
19,518,167,494.6079725354203,159.2047938145262,2021-04-08 18:45:35,2021-04-08 18:45:36.833333333
20,512,160,502.8414814029166,158.27157457164333,2021-04-08 18:45:40,2021-04-08 18:45:42.000000000
21,481,172,490.0204673105951,163.88684688006148,2021-04-08 18:45:45,2021-04-08 18:45:47.125000000
22,421,150,454.07173921452335,152.87836077181936,2021-04-08 18:45:50,2021-04-08 18:45:52.333333333
23,373,213,414.00801739165263,181.61982433110188,2021-04-08 18:45:55,2021-04-08 18:45:56.500000000
24,364,235,389.533722868463,204.91784344349793,2021-04-08 18:46:05,2021-04-08 18:46:06.750000000
25,363,209,375.1554251830804,207.1455185519294,2021-04-08 18:46:10,2021-04-08 18:46:10.166666667
26,328,250,349.2385986097705,224.97342688559942,2021-04-08 18:46:15,2021-04-08 18:46:16.166666667
27,345,234,345.74878299330265,226.66170331014774,2021-04-08 18:46:20,2021-04-08 18:46:21.624999936
28,487,173,415.0592603953654,196.1421952149243,2021-04-08 18:46:25,2021-04-08 18:46:26.375000000
29,547,169,478.1265773681872,179.38166488819422,2021-04-08 18:46:30,2021-04-08 18:46:31.875000000
30,399,183,438.7305860879363,179.68154939471464,2021-04-08 18:46:35,2021-04-08 18:46:37.437500032
31,328,250,384.2008353167521,212.43124550843163,2021-04-08 18:46:40,2021-04-08 18:46:42.444444501
32,359,214,372.4136537762722,212.6208233956646,2021-04-08 18:46:45,2021-04-08 18:46:47.750000000
33,357,221,365.7804521726832,214.73919509402867,2021-04-08 18:46:50,2021-04-08 18:46:51.160000000
34,421,183,394.0498692986462,197.28457326694104,2021-04-08 18:46:55,2021-04-08 18:46:56.666666752
59,368,211,368.83017559182076,210.76011336471734,2021-04-08 18:48:00,2021-04-08 18:48:00.666666752
60,367,219,368.5773180155974,213.00311030389076,2021-04-08 18:48:05,2021-04-08 18:48:06.750000128
61,379,207,373.27079822714063,208.9083447588282,2021-04-08 18:48:10,2021-04-08 18:48:11.666666581
62,393,182,384.41695782415536,194.46256805502762,2021-04-08 18:48:15,2021-04-08 18:48:17.300000000
63,410,180,396.5103263940821,186.36182310217163,2021-04-08 18:48:20,2021-04-08 18:48:22.000000000
64,382,190,388.44572617427355,187.18192235560443,2021-04-08 18:48:25,2021-04-08 18:48:27.333333333
65,391,187,388.08825920424323,187.09627403709976,2021-04-08 18:48:30,2021-04-08 18:48:31.666666752
66,471,169,429.11875695369173,175.06370928178774,2021-04-08 18:48:35,2021-04-08 18:48:37.416666624
67,387,209,406.4302217385636,192.76365885811185,2021-04-08 18:48:40,2021-04-08 18:48:42.199999949
68,367,211,383.4845634060777,201.4792578534132,2021-04-08 18:48:45,2021-04-08 18:48:46.583333376
69,427,174,405.7249599884383,186.65341183846573,2021-04-08 18:48:50,2021-04-08 18:48:52.000000000
70,405,160,405.1040754014042,172.13829519301407,2021-04-08 18:48:55,2021-04-08 18:48:57.066666649
71,411,178,407.4261788917173,176.54149691274952,2021-04-08 18:49:00,2021-04-08 18:49:00.500000000
72,451,161,431.9126349460538,165.62575065731397,2021-04-08 18:49:05,2021-04-08 18:49:07.916666624
73,451,165,442.2467463102199,162.5598713972196,2021-04-08 18:49:10,2021-04-08 18:49:12.416666688
74,396,167,417.0732788629781,165.20438132437525,2021-04-08 18:49:15,2021-04-08 18:49:16.722222165
75,378,188,397.04749376445363,175.0420017121744,2021-04-08 18:49:20,2021-04-08 18:49:24.000000000
76,465,153,433.7296890027749,163.33026022753842,2021-04-08 18:49:25,2021-04-08 18:49:27.000000000
77,414,161,424.7993450368873,163.910352276276,2021-04-08 18:49:30,2021-04-08 18:49:31.250000000
78,405,163,415.07147602839507,164.46496125035847,2021-04-08 18:49:35,2021-04-08 18:49:36.666666752
79,455,157,436.3838017490534,158.99503938645765,2021-04-08 18:49:40,2021-04-08 18:49:42.125000000
80,475,171,456.3143602639413,163.35811666244254,2021-04-08 18:49:45,2021-04-08 18:49:46.499999915
81,368,211,411.2756644958729,187.458625797124,2021-04-08 18:49:50,2021-04-08 18:49:52.500000000
82,368,212,386.04774522005835,198.67140178307068,2021-04-08 18:49:55,2021-04-08 18:49:57.000000000
83,368,211,374.7059182925976,204.7265628108804,2021-04-08 18:50:00,2021-04-08 18:50:00.000000000
84,386,200,380.49652903352717,201.37578831634715,2021-04-08 18:50:05,2021-04-08 18:50:06.000000000
85,393,199,386.77621429511476,199.89347126977225,2021-04-08 18:50:10,2021-04-08 18:50:11.000000000
86,367,219,376.08923673032206,209.05499055040298,2021-04-08 18:50:15,2021-04-08 18:50:17.000000000
87,472,168,426.20230252621496,187.4297581286416,2021-04-08 18:50:20,2021-04-08 18:50:22.166666752
88,551,171,491.91390764714146,181.4068520372797,2021-04-08 18:50:25,2021-04-08 18:50:25.500000000
89,391,187,440.03584138030783,180.75174033274263,2021-04-08 18:50:30,2021-04-08 18:50:32.249999872
90,367,219,401.1864440244827,197.51748194424204,2021-04-08 18:50:35,2021-04-08 18:50:37.000000000
91,403,206,398.1676847215826,200.84684318102836,2021-04-08 18:50:40,2021-04-08 18:50:42.833333333
92,400,170,398.03505734122643,183.4203259989887,2021-04-08 18:50:45,2021-04-08 18:50:47.500000000
93,375,201,384.6368895457913,190.83823223392275,2021-04-08 18:50:50,2021-04-08 18:50:52.500000000
94,456,154,424.03693818792095,171.40700638979206,2021-04-08 18:50:55,2021-04-08 18:50:57.250000000
35,499,161,498.998029760855,159.4218973074295,2021-04-08 18:52:00,2021-04-08 18:52:01.000000000
36,483,159,491.31878967845745,158.11790377585692,2021-04-08 18:52:05,2021-04-08 18:52:06.166666667
37,487,159,490.3966479798537,156.009950829437,2021-04-08 18:52:10,2021-04-08 18:52:11.875000000
38,526,180,509.99692514367433,166.19581255468353,2021-04-08 18:52:15,2021-04-08 18:52:16.750000064
39,481,170,494.95272085733166,167.70310994863615,2021-04-08 18:52:20,2021-04-08 18:52:21.555555413
40,548,171,520.8124079507802,169.38669959287816,2021-04-08 18:52:25,2021-04-08 18:52:27.062499968
41,534,177,526.0966942880455,171.52316609262158,2021-04-08 18:52:30,2021-04-08 18:52:31.500000063
42,599,181,563.7554994335308,175.2685664722929,2021-04-08 18:52:35,2021-04-08 18:52:36.266666650
43,522,175,540.7919201502267,173.45654847097904,2021-04-08 18:52:40,2021-04-08 18:52:41.200000000
44,576,179,558.6079917726788,175.80375422873493,2021-04-08 18:52:45,2021-04-08 18:52:46.875000000
45,495,175,522.5349897893129,170.80282895787406,2021-04-08 18:52:50,2021-04-08 18:52:52.500000000
46,553,178,539.0494102062689,173.40004693588753,2021-04-08 18:52:55,2021-04-08 18:52:56.500000000
47,509,165,521.6034812069033,165.61009287844973,2021-04-08 18:53:00,2021-04-08 18:53:02.000000000
48,527,172,523.0365136047992,166.97668566861967,2021-04-08 18:53:05,2021-04-08 18:53:06.000000000
49,492,166,505.5465419701547,164.03089087722282,2021-04-08 18:53:10,2021-04-08 18:53:11.250000000
50,505,156,504.1707821003287,157.4091931012572,2021-04-08 18:53:15,2021-04-08 18:53:18.250000000
51,543,172,523.6651364389877,161.41035278000064,2021-04-08 18:53:20,2021-04-08 18:53:21.708333312
52,525,175,523.8165614616257,165.14224364055084,2021-04-08 18:53:25,2021-04-08 18:53:27.111111083
53,509,163,515.2256573893749,160.98433175069147,2021-04-08 18:53:30,2021-04-08 18:53:31.791666688
54,559,180,537.3720856456275,168.1498079646306,2021-04-08 18:53:35,2021-04-08 18:53:36.805555541
55,541,165,537.6520581268732,163.0855526885482,2021-04-08 18:53:40,2021-04-08 18:53:42.500000000
56,518,161,525.7452630850569,160.10259821555292,2021-04-08 18:53:45,2021-04-08 18:53:46.875000000
57,490,178,505.0256975034937,167.0311397996743,2021-04-08 18:53:50,2021-04-08 18:53:52.250000000
58,533,164,519.8630535960782,164.15898176409377,2021-04-08 18:53:55,2021-04-08 18:53:57.500000000
