,x,y,x_pf,y_pf,time,av_time
0,394,215,386.1670310371136,215.0749562504741,2021-04-08 18:44:00,2021-04-08 18:44:01.500000000
1,370,201,375.28485959948574,208.65495723319495,2021-04-08 18:44:05,2021-04-08 18:44:07.250000000
2,368,211,370.3266564660214,210.2868180297244,2021-04-08 18:44:10,2021-04-08 18:44:12.333333248
3,363,209,367.2830570513489,212.1821891970381,2021-04-08 18:44:15,2021-04-08 18:44:16.666666752
4,397,184,383.1665660075815,199.587075963754,2021-04-08 18:44:20,2021-04-08 18:44:22.083333376
5,398,181,392.6693671537838,195.04170734835006,2021-04-08 18:44:25,2021-04-08 18:44:26.791666688
6,343,228,362.5129170786844,213.9204043569618,2021-04-08 18:44:30,2021-04-08 18:44:32.083333312
7,338,230,353.01613110577705,223.5156202418209,2021-04-08 18:44:35,2021-04-08 18:44:37.125000000
8,374,219,363.33355898325067,215.62168064001673,2021-04-08 18:44:40,2021-04-08 18:44:43.166666667
9,405,191,396.92140788424285,195.14145527883463,2021-04-08 18:44:45,2021-04-08 18:44:46.666666667
10,431,179,417.6982763150678,188.9429477364789,2021-04-08 18:44:50,2021-04-08 18:44:51.625000000
11,404,180,411.0695203161152,187.93723830641932,2021-04-08 18:44:55,2021-04-08 18:44:56.800000000
12,505,162,459.79226387291607,157.76601570703394,2021-04-08 18:45:00,2021-04-08 18:45:02.111111168
13,514,156,491.58079372069756,153.50820766967485,2021-04-08 18:45:05,2021-04-08 18:45:06.833333376
14,520,162,510.1282539292576,157.95863012707605,2021-04-08 18:45:10,2021-04-08 18:45:12.833333248
15,492,153,500.2089886736816,147.74663575840881,2021-04-08 18:45:15,2021-04-08 18:45:16.500000000
16,525,183,514.3337772938414,164.79620120988312,2021-04-08 18:45:20,2021-04-08 18:45:23.750000000
17,527,161,519.6741248421861,160.8054468275978,2021-04-08 18:45:25,2021-04-08 18:45:26.750000000
18,470,164,487.81883585148546,166.18447793054915,2021-04-08 18:45:30,2021-04-08 18:45:30.875000064
19,524,158,508.530885569711,160.7557400673295,2021-04-08 18:45:35,2021-04-08 18:45:36.000000000
20,465,170,480.72644261294073,167.14668143393956,2021-04-08 18:45:40,2021-04-08 18:45:43.499999872
21,478,174,477.88703145832574,173.5875976960849,2021-04-08 18:45:45,2021-04-08 18:45:46.666666667
22,386,213,412.7253344531635,182.49760140856023,2021-04-08 18:45:50,2021-04-08 18:45:51.500000000
23,368,211,385.7034386443986,199.89645729918806,2021-04-08 18:45:55,2021-04-08 18:45:59.000000000
24,366,225,361.1157871610001,216.8698184980301,2021-04-08 18:46:00,2021-04-08 18:46:02.333333504
25,391,187,375.9225301784197,203.60054529918892,2021-04-08 18:46:05,2021-04-08 18:46:07.500000000
26,368,211,370.39143211663657,207.56050472368068,2021-04-08 18:46:10,2021-04-08 18:46:11.500000000
27,345,225,354.6662634400148,216.74042876792691,2021-04-08 18:46:15,2021-04-08 18:46:16.666666667
28,329,241,347.0779390043558,226.32591979228567,2021-04-08 18:46:20,2021-04-08 18:46:22.000000000
29,392,185,372.7417823007605,206.4066865545523,2021-04-08 18:46:25,2021-04-08 18:46:27.500000000
30,407,176,391.454394756664,194.95614308188073,2021-04-08 18:46:30,2021-04-08 18:46:31.833333376
31,396,181,394.5247764515421,193.02483912097568,2021-04-08 18:46:35,2021-04-08 18:46:36.500000128
32,368,211,377.13839659719747,205.19491514862034,2021-04-08 18:46:40,2021-04-08 18:46:42.999999744
33,374,198,374.41445428467705,204.13261142034523,2021-04-08 18:46:45,2021-04-08 18:46:46.625000000
34,396,174,389.8156798880683,194.78887961009292,2021-04-08 18:46:50,2021-04-08 18:46:52.555555584
35,483,163,436.24025291157636,177.78199967901338,2021-04-08 18:46:55,2021-04-08 18:46:56.750000000
60,348,236,346.91906436689015,231.9568391400597,2021-04-08 18:48:00,2021-04-08 18:48:01.250000000
61,385,216,365.03675230527085,219.07939646926707,2021-04-08 18:48:05,2021-04-08 18:48:07.333333248
62,385,216,372.20555199341106,213.18600997600132,2021-04-08 18:48:10,2021-04-08 18:48:12.249999872
63,368,211,369.1013303104414,212.00264209595034,2021-04-08 18:48:15,2021-04-08 18:48:16.750000128
64,372,202,370.08245344016905,205.7746674359822,2021-04-08 18:48:20,2021-04-08 18:48:21.333333248
65,363,234,358.1028566569632,224.1679652459065,2021-04-08 18:48:25,2021-04-08 18:48:26.333333376
66,359,229,355.0502420781191,225.40638704869818,2021-04-08 18:48:30,2021-04-08 18:48:31.500000000
67,518,180,414.9606509356179,185.49323322274154,2021-04-08 18:48:35,2021-04-08 18:48:36.750000000
68,394,190,404.003740333506,189.17621311258122,2021-04-08 18:48:40,2021-04-08 18:48:42.000000000
69,403,180,404.05353643576984,190.43001485888462,2021-04-08 18:48:45,2021-04-08 18:48:47.833333333
70,423,188,415.75143290786724,184.3613802933782,2021-04-08 18:48:50,2021-04-08 18:48:52.888888917
71,455,172,439.19530748103864,178.24774536621038,2021-04-08 18:48:55,2021-04-08 18:48:55.750000000
72,437,158,434.7539836314353,148.35616730094597,2021-04-08 18:49:00,2021-04-08 18:49:01.888888832
73,467,171,451.5911429732714,160.9606318836149,2021-04-08 18:49:05,2021-04-08 18:49:06.000000000
74,600,180,515.9836101414883,172.84012985599423,2021-04-08 18:49:10,2021-04-08 18:49:11.000000000
75,482,177,496.311080231418,175.96691407117495,2021-04-08 18:49:15,2021-04-08 18:49:18.500000000
76,389,189,441.10923585125954,178.35453278877912,2021-04-08 18:49:20,2021-04-08 18:49:21.000000000
77,478,172,459.0607160907817,175.10628342691223,2021-04-08 18:49:25,2021-04-08 18:49:26.250000000
78,420,150,441.0204600066244,148.93593962559387,2021-04-08 18:49:30,2021-04-08 18:49:33.500000000
79,406,154,420.1073945903081,141.6346586357664,2021-04-08 18:49:35,2021-04-08 18:49:38.000000000
80,471,149,450.0452021941687,148.51123467847378,2021-04-08 18:49:40,2021-04-08 18:49:41.666666667
81,348,236,397.9442345475569,191.03904462868957,2021-04-08 18:49:50,2021-04-08 18:49:50.000000000
82,375,220,381.42020076151505,206.79554567831457,2021-04-08 18:49:55,2021-04-08 18:49:55.750000000
83,367,219,369.18596981998166,212.1665653254409,2021-04-08 18:50:00,2021-04-08 18:50:01.333333248
84,391,187,380.9486601308407,201.39479496371712,2021-04-08 18:50:10,2021-04-08 18:50:12.333333248
85,391,187,386.3801418772766,197.79609372902328,2021-04-08 18:50:15,2021-04-08 18:50:16.750000128
86,397,189,390.73924329201793,195.74237871581332,2021-04-08 18:50:20,2021-04-08 18:50:22.333333248
87,367,219,371.598708874968,208.69604691000924,2021-04-08 18:50:25,2021-04-08 18:50:27.000000000
88,372,202,372.4966667529699,207.14732853336423,2021-04-08 18:50:30,2021-04-08 18:50:34.000000000
89,386,213,373.6186327417156,210.281715985294,2021-04-08 18:50:35,2021-04-08 18:50:37.666666496
90,385,216,373.7149619351344,209.4564485191524,2021-04-08 18:50:40,2021-04-08 18:50:40.500000000
91,382,192,378.9353084889907,204.21632515009614,2021-04-08 18:50:45,2021-04-08 18:50:48.250000000
